Timestep1and2,Slding speed,Depth polishing,Particle size,Composition,Temperature,PotEng,KinEng,Total energy,Press,Von Mises stress,v_hydro,Force_X,Force_Y,Force_Z,CaseID,Total dislocation length,Dislocation length.1/2<110>,Dislocation length.1/3<100>,Dislocation length.1/3<111>,Dislocation length.1/6<110>,Dislocation length.1/6<112>,BCC phase,FCC phase,HCP phase
78000,100,20,15,11,274.63194,-1286583.5,10632.969,-1275950.5,971.53912,0.52237164,8.0664311e-05,-174.686384,-1.4040939840000002,167.13312000000002,CASE-3,1886.08417484943,61.0055843839193,47.6248401760249,11.7694129420903,85.2858414881604,1534.00433342586,441.0,249295.0,3237.0
78600,100,20,15,11,274.42476,-1286600.3,10624.948,-1275975.3,778.10817,0.4894892,7.2289588e-05,-161.810176,-52.1609472,134.47596000000001,CASE-3,1940.35135211345,42.2922253959721,31.8451686405341,12.5312640094582,80.4365769657366,1694.82002263143,422.0,249067.0,3450.0
79200,100,20,15,11,274.71558,-1286600.2,10636.208,-1275964.0,479.38867,0.55213153,6.315626e-05,-165.198112,-18.711944,118.860448,CASE-3,1894.96643573433,28.3289972269351,23.6629214163283,16.429948542124,38.1666611354403,1677.51463003634,396.0,249030.0,3374.0
79800,100,20,15,11,274.90726,-1286600.6,10643.629,-1275956.9,227.09876,0.7844536,5.271474e-05,-169.534432,-16.4126432,169.67348800000002,CASE-3,1944.29380961303,74.5882078414981,23.437172148781,27.4569313316301,51.961992930154,1609.44554971142,458.0,249311.0,3060.0
80400,100,20,15,11,275.15923,-1286586.3,10653.384,-1275932.9,300.8494,0.96869234,5.579285e-05,-157.16539840000002,-26.817913600000004,153.2140864,CASE-3,1822.50667980267,61.8247059232128,43.2354448978559,15.152506369521,79.6510800119897,1507.11738076015,419.0,249327.0,3045.0
81000,100,20,15,11,275.16007,-1286622.2,10653.417,-1275968.8,546.22784,0.98958259,6.5085133e-05,-169.470288,-38.2356448,177.6264,CASE-3,1828.05894191242,42.1491680788158,61.4115477515351,15.5127503980679,74.4961902561033,1522.68524547198,397.0,249237.0,2901.0
81600,100,20,15,11,275.06293,-1286633.6,10649.656,-1275984.0,734.80505,0.97459408,7.1932346e-05,-161.93366400000002,-40.425056000000005,149.06811520000002,CASE-3,1829.18496204075,31.32939065903,45.0651358389807,21.2067128689948,53.8838246038209,1555.6570471541,423.0,249271.0,2845.0
82200,100,20,15,11,274.77636,-1286657.0,10638.561,-1276018.4,903.78574,1.0458892,7.8183048e-05,-165.909296,-9.08616896,155.87148960000002,CASE-3,1861.58724663189,57.2814625226566,72.8248245071953,22.6748481962694,55.4920052770625,1505.9765805279,402.0,249282.0,3001.0
82800,100,20,15,11,274.97758,-1286693.9,10646.352,-1276047.6,1006.4366,1.0592043,8.0620476e-05,-163.25080000000003,-6.919826240000001,127.4018848,CASE-3,2018.88657877625,51.3315443718232,72.5334128223286,20.1605395795985,61.9165103803992,1696.40207757499,358.0,249340.0,3006.0
83400,100,20,15,11,274.93052,-1286716.5,10644.53,-1276072.0,1091.9034,1.0154839,8.2234461e-05,-173.073104,-34.5989152,129.39140640000002,CASE-3,2190.61889334001,77.0504138011785,40.6508781583262,38.5854152965817,62.9668590974039,1854.37803864274,448.0,249513.0,2729.0
84000,100,20,15,11,274.83054,-1286713.7,10640.659,-1276073.0,1143.7147,0.90139887,8.5236389e-05,-183.152336,-30.003110400000004,129.9517264,CASE-3,1951.40343874275,116.974904890763,31.0772617823806,31.3099334402082,51.1409792754444,1591.12342997015,457.0,249778.0,2578.0
84600,100,20,15,11,274.66825,-1286704.3,10634.375,-1276069.9,950.24115,0.85038453,7.8685379e-05,-175.608992,-65.0497712,156.24751360000002,CASE-3,2085.78034776564,41.1184150569244,60.7498073777874,13.2781656748756,33.0454292502794,1846.51177069678,413.0,249755.0,2793.0
85200,100,20,15,11,274.89125,-1286719.8,10643.009,-1276076.8,613.87154,0.82799219,6.7599894e-05,-168.269584,-26.273478400000002,139.7910832,CASE-3,2067.55738225537,43.0054199612122,52.6471822531561,26.1211016313082,11.6718326061271,1854.76937280642,424.0,249739.0,2866.0
85800,100,20,15,11,274.88129,-1286694.4,10642.623,-1276051.8,395.51727,0.79325301,5.832928e-05,-155.137832,-3.3357761600000004,135.9796976,CASE-3,2090.24879759694,46.4565637805615,44.3871084187492,5.12866876553111,41.1020654793377,1849.99628394866,491.0,249381.0,2933.0
86400,100,20,15,11,274.6903,-1286655.3,10635.229,-1276020.1,175.85657,0.79462447,5.280295e-05,-120.5647232,-17.7547056,101.4944544,CASE-3,2082.49926165791,38.7552489839172,52.1848850000887,11.8750206390052,40.0158169589519,1861.97636112795,455.0,249595.0,2827.0
87000,100,20,15,11,274.66833,-1286694.4,10634.378,-1276060.0,163.601,0.81791892,5.3546751e-05,-132.0313952,-19.933056,127.18835360000001,CASE-3,2181.146782702,95.3011127292935,6.81009522762015,13.7822992711469,44.5654956421055,1895.20570876836,455.0,249419.0,2891.0
87600,100,20,15,11,274.79228,-1286715.1,10639.177,-1276075.9,220.80826,0.85042679,5.4678077e-05,-173.71936000000002,14.436133280000002,108.0102128,CASE-3,2088.5536581935,69.8453547619831,0.0,15.169025496394,50.6392202023879,1838.57144665547,516.0,249723.0,2579.0
88200,100,20,15,11,274.87762,-1286729.9,10642.481,-1276087.4,343.57858,0.85842223,5.9458732e-05,-174.51003200000002,-14.689340000000001,135.86298240000002,CASE-3,2018.10503893383,64.278238187628,44.689020070656,15.7206009290198,22.6811006714335,1784.51127766617,494.0,249794.0,2601.0
88800,100,20,15,11,274.6586,-1286774.8,10634.001,-1276140.8,627.96048,0.86587569,6.9693091e-05,-163.93784000000002,-6.30995376,146.83089600000002,CASE-3,1953.90115258545,19.8623837100303,24.7983147009132,19.6136400496667,19.7152023647477,1800.32684355347,381.0,249729.0,2637.0
89400,100,20,15,11,274.55878,-1286801.8,10630.137,-1276171.7,805.88127,0.78750787,7.460638e-05,-139.7561616,-12.04485872,131.8491984,CASE-3,2066.11868929995,35.626333640963,26.8588195116355,40.7248710763963,28.7464908419745,1895.53512246349,385.0,249850.0,2382.0
90000,100,20,15,11,274.88508,-1286844.8,10642.77,-1276202.0,945.45977,0.71533125,8.1310284e-05,-164.49841600000002,-9.74391776,143.99833280000001,CASE-3,2046.72988153224,94.1304556584071,29.5610137955197,0.0,36.4082412728415,1767.55951866981,431.0,249978.0,2296.0
90600,100,20,15,11,274.22765,-1286794.8,10617.316,-1276177.5,994.09381,0.71043647,8.4897861e-05,-193.39705600000002,-8.78380688,149.97545920000002,CASE-3,1974.59411240799,81.9384005604229,9.32705654749498,0.0,48.1368492950666,1730.00155093686,464.0,249917.0,2179.0
91200,100,20,15,11,275.15286,-1286817.8,10653.138,-1276164.6,1073.6152,0.72182509,8.7636715e-05,-164.08670400000003,1.7119489600000002,134.8480752,CASE-3,1791.2191292563,81.8576883816504,20.8344436609938,0.0,41.4832468455824,1476.30330359435,505.0,249910.0,2140.0
91800,100,20,15,11,274.8092,-1286808.9,10639.832,-1276169.1,1051.0274,0.67522095,8.4144963e-05,-179.13304000000002,-23.9384448,148.5467152,CASE-3,1829.53468304639,67.8564364908969,71.5951499769453,0.0,31.4576987350114,1525.91325735861,426.0,250040.0,2185.0
92400,100,20,15,11,275.018,-1286803.5,10647.917,-1276155.6,711.95877,0.70886399,7.222805e-05,-173.464608,-19.3989936,151.3247856,CASE-3,1702.98515540622,70.2351797952764,50.0090356470654,0.0,52.9395856872665,1426.92160028921,456.0,250147.0,2093.0
93000,100,20,15,11,275.03459,-1286761.1,10648.559,-1276112.5,483.80033,0.70643099,6.4879428e-05,-153.1945376,-28.173817600000003,157.6752944,CASE-3,1705.80331274458,53.1619310384233,20.9052823349547,11.155282876958,44.3221077014574,1441.96265064208,390.0,250321.0,2084.0
93600,100,20,15,11,274.53387,-1286721.3,10629.172,-1276092.1,345.55709,0.73614086,6.0382968e-05,-180.938176,-34.72663360000001,146.3329328,CASE-3,1817.43405590295,39.4934503858758,43.5040390773732,0.0,47.6270355809459,1577.1091772051,383.0,250182.0,2266.0
94200,100,20,15,11,275.128,-1286724.5,10652.176,-1276072.3,119.74166,0.85486531,5.0953389e-05,-170.81888,-20.7792336,140.21528800000002,CASE-3,1725.51497559096,55.4564291392168,25.2762303969023,5.49374142650921,22.3148573351598,1473.16807649402,380.0,250224.0,2193.0
94800,100,20,15,11,275.20518,-1286717.9,10655.164,-1276062.7,102.42938,0.9531307,4.9497211e-05,-148.6544064,-41.42852,155.5995696,CASE-3,1728.09935832538,37.7268894354627,17.32983918003,6.87808010903465,73.9996639935626,1473.50843238884,382.0,250180.0,2108.0
95400,100,20,15,11,275.33423,-1286698.7,10660.16,-1276038.6,494.71721,1.0630653,6.2182094e-05,-159.5158864,-10.553901920000001,142.912336,CASE-3,1804.74878518554,69.4221320898172,34.8385584922822,0.0,93.7790030013731,1490.61761489,405.0,250152.0,2073.0
96000,100,20,15,11,275.23426,-1286760.9,10656.289,-1276104.6,787.14986,1.0949865,7.4835249e-05,-156.59021600000003,-24.6543904,130.6162592,CASE-3,1816.76701426978,49.0765556276013,30.4387360585227,15.3639755655606,95.3401634871386,1575.16726671427,402.0,250047.0,2165.0
96600,100,20,15,11,275.12335,-1286779.3,10651.995,-1276127.3,1090.4577,1.0985942,8.488075e-05,-138.6493696,-26.7304672,116.445192,CASE-3,1868.14303680582,17.0877075927193,18.5191948041521,11.3063582284208,149.693375335015,1573.03172713001,470.0,249961.0,2212.0
97200,100,20,15,11,276.16606,-1286812.6,10692.366,-1276120.3,1059.8366,1.117708,8.4346294e-05,-154.73132800000002,-16.3160896,110.5339792,CASE-3,1790.72289011393,40.5437269191991,40.2913272725665,0.0,101.76057523329,1566.07017980072,445.0,249948.0,2275.0
97800,100,20,15,11,276.19385,-1286845.4,10693.442,-1276152.0,879.00109,1.0401171,7.9965501e-05,-159.8777232,-18.143777600000004,84.824072,CASE-3,1794.57502540171,33.4313745011892,15.1793111423921,7.67791575846828,77.3133120906469,1621.13793753904,432.0,249855.0,2306.0
98400,100,20,15,11,276.13608,-1286768.4,10691.205,-1276077.2,739.8613,0.92389781,7.1551452e-05,-176.85228800000002,-43.3069472,125.9873872,CASE-3,1629.64237463829,47.8712504228984,21.8139797175108,5.48592487476097,68.5480772743831,1454.62162277209,439.0,250002.0,2288.0
99000,100,20,15,11,276.11526,-1286804.0,10690.399,-1276113.6,592.66797,0.84247345,6.7865544e-05,-150.0324784,-40.952998400000006,149.7559104,CASE-3,1757.05720805355,45.1530329015892,26.4345496484324,5.81139773791285,54.4762215475749,1561.42051367379,494.0,249625.0,2385.0
99600,100,20,15,11,276.2007,-1286803.1,10693.707,-1276109.4,607.0696,0.75326278,6.6383663e-05,-182.95096,-39.5042464,139.70528480000002,CASE-3,1618.86590328766,49.2309301164432,23.2227968178439,0.0,53.4661703062911,1454.91881617035,488.0,249588.0,2316.0
100200,100,20,15,11,275.9913,-1286787.9,10685.6,-1276102.3,577.00414,0.72260112,6.6491567e-05,-199.53326400000003,-8.27961296,150.5986704,CASE-3,1539.88089204479,39.5200783541771,31.817715441496,0.0,43.8340745244207,1374.73979070669,476.0,249590.0,2219.0
100800,100,20,15,11,275.80654,-1286815.0,10678.447,-1276136.5,484.52721,0.71289495,6.0434254e-05,-178.46684800000003,-5.1541208,139.6741008,CASE-3,1628.40002121267,13.6899091033672,26.7695979168306,0.0,37.339606959108,1447.13082954527,481.0,249605.0,2207.0
101400,100,20,15,11,276.17678,-1286791.1,10692.781,-1276098.3,578.64063,0.73906878,6.4211123e-05,-158.325576,-47.55220800000001,150.720272,CASE-3,1740.73400495074,0.0,35.9274139196781,0.0,32.4093323297344,1599.6180638358,462.0,249514.0,2320.0
102000,100,20,15,11,275.53657,-1286815.2,10667.994,-1276147.2,613.1488,0.83952315,7.0384228e-05,-173.399392,-26.408246400000003,133.13980320000002,CASE-3,1716.96995894819,44.5613931455421,22.5474533198351,8.18342359336099,50.5786205377211,1448.999344621,419.0,249779.0,2255.0
102600,100,20,15,11,275.43418,-1286813.1,10664.03,-1276149.1,836.13019,0.91163946,7.5971667e-05,-146.2960208,-12.74313856,144.1004704,CASE-3,1657.51727656124,46.1502315429113,35.0620920342288,14.625840784446,30.4387161428312,1346.0817576255,447.0,249660.0,2235.0
103200,100,20,15,11,275.4651,-1286850.6,10665.227,-1276185.4,948.83189,0.89363797,8.1520828e-05,-161.23192,-36.7997872,141.1396912,CASE-3,1787.36594947681,35.5005474532925,21.1628932216321,17.5727875244916,45.7695945512975,1592.70950435773,509.0,249810.0,2210.0
103800,100,20,15,11,275.40611,-1286838.6,10662.943,-1276175.7,822.06078,0.93764041,7.7955383e-05,-163.62624000000002,-26.211209600000004,129.4775504,CASE-3,1780.45748983394,42.6144734596872,23.095755121614,0.0,49.8206615313681,1530.77227620818,472.0,249857.0,2149.0
104400,100,20,15,11,275.72028,-1286790.8,10675.107,-1276115.7,751.74378,1.0034495,7.3889575e-05,-158.0598096,-14.188756960000001,136.7165728,CASE-3,1827.5482332118,59.1012965143147,32.4674619163335,11.4831242284461,44.761679937632,1544.09951379046,447.0,249512.0,2337.0
105000,100,20,15,11,275.77293,-1286791.1,10677.145,-1276113.9,599.18108,0.9820598,6.8982556e-05,-205.07241600000003,-37.007859200000006,151.937056,CASE-3,1764.71143678967,39.5153798912014,32.2783225242007,10.1151687517138,36.2384127009536,1445.36867999714,453.0,249255.0,2359.0
105600,100,20,15,11,276.04243,-1286781.2,10687.579,-1276093.6,403.67165,0.90022476,6.1500048e-05,-173.54771200000002,6.45842,161.822256,CASE-3,1811.80463861341,39.657068482701,17.0346806485892,5.00693781688093,53.3346962702507,1533.73414603873,433.0,249292.0,2375.0
106200,100,20,15,11,276.0027,-1286761.8,10686.041,-1276075.8,423.45238,0.77370065,6.2005919e-05,-127.86851039999999,-19.763916800000004,144.2066768,CASE-3,1770.44986870727,58.2069327730685,29.7500078867435,0.0,43.6207669273629,1525.94614269,524.0,249166.0,2396.0
106800,100,20,15,11,275.78575,-1286784.2,10677.641,-1276106.6,455.36578,0.77919222,6.5264509e-05,-135.21425440000002,9.95615392,116.76928640000001,CASE-3,1775.79532982011,81.5483587623073,27.1338067937984,0.0,53.3052508255889,1465.55827406984,432.0,249119.0,2389.0
107400,100,20,15,11,275.84631,-1286794.0,10679.986,-1276114.0,349.83647,0.72955695,6.3980976e-05,-140.73603680000002,-8.89896768,124.31649920000001,CASE-3,1725.64344430553,70.9167490472633,14.8198357427819,0.0,47.149517169618,1487.91526135499,448.0,249173.0,2284.0
108000,100,20,15,11,275.97583,-1286816.0,10685.001,-1276131.0,502.01502,0.78474787,6.4376182e-05,-181.3964,-11.426814720000001,133.4769392,CASE-3,1791.93213077839,71.4195368795018,20.2102895518759,0.0,95.8677512944593,1467.62458434508,508.0,249138.0,2248.0
108600,100,20,15,11,276.13911,-1286807.1,10691.323,-1276115.8,502.1632,0.79528968,6.6373641e-05,-206.255008,-0.0178261232,124.2822352,CASE-3,1740.8610508005,55.1069812220962,26.1688598253398,0.0,61.8964960994998,1465.31949214551,548.0,249110.0,2220.0
109200,100,20,15,11,276.27486,-1286805.8,10696.578,-1276109.3,480.45839,0.92637413,6.2535675e-05,-178.71238400000001,-5.12916288,122.31615520000001,CASE-3,1697.51932803467,96.3504479857327,63.2655553745524,13.727260568684,29.7344415456366,1391.83955119725,515.0,249137.0,2266.0
109800,100,20,15,11,276.5647,-1286834.4,10707.8,-1276126.6,544.93303,1.0349286,6.7432647e-05,-145.766472,-43.618236800000005,118.71940000000001,CASE-3,1678.96850641264,62.5139259663511,50.4001314211007,6.67951626513948,48.4400223914984,1390.06975477085,528.0,249057.0,2276.0
110400,100,20,15,11,276.57182,-1286853.6,10708.076,-1276145.5,726.14524,1.0550376,7.4919115e-05,-135.0499744,-35.7817312,123.66916320000001,CASE-3,1685.38202313814,13.8468260407943,31.3219941684606,0.0,26.6459069237767,1474.87029931886,469.0,249174.0,2145.0
111000,100,20,15,11,276.48139,-1286867.7,10704.575,-1276163.1,891.00343,0.99181152,8.0052797e-05,-156.96877600000002,-52.5413312,135.9694848,CASE-3,1799.23624332865,22.5669815953123,34.1203134908729,22.6159359953508,66.3366997157461,1525.79808560892,483.0,249038.0,2211.0
111600,100,20,15,11,276.25855,-1286853.0,10695.947,-1276157.0,792.22345,0.99657237,7.6997344e-05,-170.093072,-52.816468799999996,114.83922720000001,CASE-3,1707.27250745864,32.2887906621854,13.2496402517309,7.65227551142592,57.3875497889983,1371.18556492508,475.0,248925.0,2263.0
112200,100,20,15,11,276.50939,-1286851.1,10705.659,-1276145.4,506.81124,0.93312401,6.4618814e-05,-198.57672000000002,-35.6939888,107.87033600000001,CASE-3,1822.26664220901,55.1879563582616,24.3461401734949,18.730549139232,94.1303753248192,1512.80333035654,450.0,248849.0,2317.0
112800,100,20,15,11,276.33142,-1286804.5,10698.769,-1276105.8,304.3496,0.88741774,5.9513905e-05,-167.02689600000002,-24.3072544,143.87396,CASE-3,1751.66737156383,48.0008199187173,46.7921614874685,34.7071753169448,78.6943386810291,1405.67133924891,500.0,248844.0,2196.0
113400,100,20,15,11,276.38653,-1286831.9,10700.902,-1276131.0,382.09956,0.85733904,6.1211343e-05,-172.28640000000001,-30.994134400000004,108.86173120000001,CASE-3,1442.32339651592,26.9548995708675,11.9049266868048,24.4667490694922,55.6875374065174,1209.78383345386,504.0,248758.0,2091.0
114000,100,20,15,11,276.54717,-1286843.1,10707.121,-1276136.0,413.52909,0.83240823,6.5800947e-05,-175.921744,-17.300936,134.47637440000003,CASE-3,1575.69411834558,25.728597565648,38.8406178365419,21.243709320076,77.3892133964954,1269.6666253047,516.0,248669.0,2182.0
114600,100,20,15,11,277.23638,-1286895.5,10733.806,-1276161.7,390.40897,0.80349799,6.4527302e-05,-146.4851408,-24.4752496,105.2066416,CASE-3,1619.94996617416,27.2147917432934,58.4598574580102,21.7544090752,74.8640138266386,1332.71122457258,520.0,248594.0,2271.0
115200,100,20,15,11,276.40936,-1286910.5,10701.786,-1276208.7,411.5369,0.80726342,6.4876582e-05,-123.3711376,-13.37392896,83.52472,CASE-3,1594.71450152641,17.3531383397763,57.8807431153087,36.4934288695207,67.6452226728536,1265.44581963706,455.0,248366.0,2387.0
115800,100,20,15,11,277.07127,-1286961.4,10727.413,-1276234.0,419.14272,0.75284467,6.5249866e-05,-135.3875568,-19.454422400000002,95.682816,CASE-3,1549.33301191763,23.2342468698936,12.6482053968409,20.1703628782905,88.5147314918134,1302.12351419789,444.0,248401.0,2322.0
116400,100,20,15,11,276.80439,-1286938.1,10717.08,-1276221.0,319.13583,0.77217008,6.0560071e-05,-141.88626240000002,-31.881928000000002,88.37180640000001,CASE-3,1463.3276633338,10.478134264621,17.5772518833542,30.3482715093435,107.60223169168,1197.01347108993,400.0,248386.0,2389.0
117000,100,20,15,11,276.94238,-1286966.6,10722.423,-1276244.1,279.34913,0.86291226,6.12415e-05,-118.79475359999999,-45.2619504,84.77172480000002,CASE-3,1402.27200452685,24.3081492559176,20.4737743937228,39.1304860988122,59.63136472989,1172.51061998344,396.0,248465.0,2298.0
117600,100,20,15,11,276.83432,-1286949.2,10718.239,-1276231.0,426.65204,0.9414187,6.508414e-05,-151.1927024,-55.42631840000001,104.59705919999999,CASE-3,1495.13732548523,32.6120462475954,13.5416211513776,14.499560493901,61.4058226144799,1210.94152165466,425.0,248535.0,2192.0
118200,100,20,15,11,276.24239,-1286984.4,10695.321,-1276289.1,550.21149,0.94683255,6.8526698e-05,-199.340016,-41.71768,115.5479712,CASE-3,1279.82576727831,29.4399534324329,7.9416961002066,23.0955766203226,64.7057507158316,1079.31256749958,402.0,248601.0,2208.0
118800,100,20,15,11,276.32972,-1286963.1,10698.703,-1276264.4,465.0005,0.95748348,6.7335806e-05,-179.94878400000002,-30.4139664,102.304056,CASE-3,1356.89200551737,47.1881265812704,23.1589279671851,27.9666001211588,67.2017346255869,1084.89682497026,400.0,248823.0,2180.0
119400,100,20,15,11,276.58088,-1286991.3,10708.427,-1276282.8,364.55848,1.008037,6.2984021e-05,-155.60394080000003,-51.7969248,130.4727712,CASE-3,1182.02717544827,54.0164153516599,20.6476635502216,12.5644852877487,34.4290421895471,995.729078157835,370.0,248877.0,2133.0
120000,100,20,15,11,276.51981,-1286978.5,10706.062,-1276272.4,229.38275,0.94180764,5.9720541e-05,-178.013296,-53.006752,127.6358832,CASE-3,1087.49563948315,46.1901170202921,13.5719325662476,9.27644006869096,31.6879483663862,891.088398863287,381.0,248954.0,2107.0
120600,100,20,15,11,276.59878,-1286988.9,10709.12,-1276279.8,315.7639,0.83218751,5.7577654e-05,-178.550976,-15.254880800000002,128.5469616,CASE-3,1231.56095988492,43.5316478263466,18.5864447984369,19.2822861112969,62.8595645938276,998.102677383318,348.0,249211.0,1911.0
121200,100,20,15,11,276.56358,-1286979.2,10707.757,-1276271.5,532.16358,0.79706281,6.6873213e-05,-159.844792,-26.442016000000002,133.2700384,CASE-3,1216.57724665651,48.3846169579367,12.9507109946161,25.2032603043165,50.0249418587861,942.383924860698,404.0,249162.0,1970.0
121800,100,20,15,11,276.72478,-1287013.8,10713.998,-1276299.8,780.32487,0.87929048,7.6703091e-05,-204.724704,-35.828190400000004,155.91390560000002,CASE-3,1224.38430657734,49.0709678812296,11.692593416579,14.4807185738099,39.0512178601695,970.992460560271,397.0,249098.0,2052.0
122400,100,20,15,11,276.32466,-1287020.1,10698.507,-1276321.6,910.08055,0.95755945,8.2664739e-05,-168.707232,-5.417632960000001,130.94318080000002,CASE-3,1196.58469142009,66.5918169856332,39.1052991236091,13.0445341724171,22.1538892677229,955.04985120966,402.0,249205.0,2063.0
123000,100,20,15,11,276.60842,-1287032.3,10709.493,-1276322.8,892.69704,0.95580115,8.2579128e-05,-189.17846400000002,3.9624433600000004,128.6710368,CASE-3,1190.35386795216,36.7337938490733,10.701839549368,17.6472176963995,43.4075984342122,991.957878315138,351.0,249194.0,2080.0
123600,100,20,15,11,276.38674,-1287046.3,10700.91,-1276345.4,685.96862,1.0132237,7.5265104e-05,-161.363232,-0.4558862880000001,135.6395984,CASE-3,1353.79743065784,77.624355266793,36.0909806758953,10.245183045896,35.3994784853217,1077.95591926214,496.0,248874.0,2158.0
124200,100,20,15,11,276.39293,-1286985.0,10701.15,-1276283.9,549.91415,1.0627679,6.8881628e-05,-172.282992,-0.770773664,137.7496752,CASE-3,1327.68607330744,64.756270059867,29.3419573618036,13.478063199978,47.9956451639319,1094.1888647591,470.0,248648.0,2257.0
124800,100,20,15,11,276.42999,-1287033.4,10702.585,-1276330.8,516.49256,1.1400815,6.6254022e-05,-167.799856,-41.271500800000005,139.9866352,CASE-3,1356.14161768667,37.0097243478087,17.585803863015,10.03938016713,48.2706233137214,1117.83490555365,422.0,248605.0,2366.0
125400,100,20,15,11,276.47232,-1286990.2,10704.224,-1276286.0,455.31679,1.1661299,6.5989219e-05,-172.356928,-24.971425600000003,151.5161904,CASE-3,1367.55490075216,66.6737847634192,16.2991288036424,11.1580793651634,40.7722208533598,1128.54316167618,438.0,248342.0,2437.0
126000,100,20,15,11,276.76338,-1286978.4,10715.492,-1276262.9,461.8856,1.1037905,6.6689923e-05,-209.356112,-27.3009728,165.934064,CASE-3,1445.8610554287,50.7948370926402,19.3245165364486,12.6530653762042,54.5363071033208,1187.36982856623,458.0,248305.0,2400.0
126600,100,20,15,11,276.43173,-1286983.9,10702.652,-1276281.2,492.4233,1.0921764,6.6229425e-05,-151.8262016,7.5138648,128.58132,CASE-3,1370.17447990349,33.5310241809888,6.66489069328568,16.9566258476435,54.671359703752,1180.05701208073,423.0,248294.0,2442.0
127200,100,20,15,11,276.4018,-1286998.7,10701.493,-1276297.2,549.98201,1.0366669,6.8283828e-05,-195.48598400000003,-11.12039504,141.0925152,CASE-3,1389.94903924311,54.6184927440701,8.98578100685091,7.84063201240645,47.4592318088404,1192.92728728026,445.0,248293.0,2397.0
127800,100,20,15,11,276.67819,-1286992.7,10712.194,-1276280.5,561.00782,1.0083866,6.7358237e-05,-167.97344,-1.63892272,138.3761744,CASE-3,1473.1888650349,34.4105757546541,0.0,12.2698112177796,68.2472199609328,1238.99286828006,413.0,248131.0,2452.0
128400,100,20,15,11,276.74405,-1287013.5,10714.744,-1276298.7,606.29694,0.8979913,6.983822e-05,-213.88070400000004,20.846992,143.8508528,CASE-3,1332.15554100659,43.2264505167972,8.54272206386635,0.0,56.0370547178481,1162.99411359819,494.0,248154.0,2388.0
129000,100,20,15,11,276.9417,-1287036.1,10722.397,-1276313.7,686.26287,0.84449858,7.5262467e-05,-205.496512,6.046417120000001,121.5488672,CASE-3,1292.9987667697,59.4492706805047,4.25538655262504,0.0,60.2318816834765,1020.47456665115,458.0,248246.0,2419.0
129600,100,20,15,11,276.64557,-1287025.6,10710.931,-1276314.7,764.9848,0.75446234,7.8519038e-05,-178.678144,24.699500800000003,152.9215984,CASE-3,1300.07250121028,34.9350204546415,17.3356840374184,0.0,92.9008628369028,1077.30785544499,451.0,247987.0,2475.0
130200,100,20,15,11,276.90996,-1287076.3,10721.168,-1276355.1,734.02208,0.76414506,7.6243933e-05,-152.8966048,6.19249344,126.4269632,CASE-3,1375.99838261988,32.4940618326248,20.5763522302591,0.0,119.023698263603,1091.57507821479,424.0,247890.0,2664.0
130800,100,20,15,11,276.17595,-1286998.3,10692.749,-1276305.6,607.8791,0.79137359,7.0199086e-05,-172.802688,9.67970208,127.7253792,CASE-3,1424.58108998637,28.294887327849,23.2694214131963,0.0,135.387099232837,1096.38175049967,405.0,247735.0,2820.0
131400,100,20,15,11,276.71503,-1287012.7,10713.621,-1276299.0,561.15604,0.87579707,6.6895117e-05,-173.18688,34.3341584,119.5918704,CASE-3,1420.42994867679,16.0588440992392,6.48810481095744,0.0,171.327063415273,1105.52065048886,375.0,247543.0,2968.0
132000,100,20,15,11,276.83931,-1287062.8,10718.432,-1276344.4,382.74579,0.92223563,6.5511871e-05,-142.9692752,0.602090832,123.41585760000001,CASE-3,1402.68636622084,0.0,24.1819698177529,0.0,180.865247706061,1117.62538724397,468.0,247654.0,2848.0
132600,100,20,15,11,276.80652,-1287059.8,10717.163,-1276342.6,319.24788,0.93853771,6.2080888e-05,-149.9347344,17.521832,119.1319264,CASE-3,1392.34647975618,6.49312944803448,20.1406300215795,0.0,178.970230200418,1098.84602697478,477.0,247437.0,2819.0
133200,100,20,15,11,277.28976,-1287064.7,10735.873,-1276328.8,296.62916,0.89047949,6.2416297e-05,-164.70896000000002,39.8889664,94.46548480000001,CASE-3,1440.07459248663,7.53829088403705,22.095381071621,2.86851144526268,167.081200074085,1068.73824536143,472.0,247339.0,2904.0
133800,100,20,15,11,277.14992,-1287078.0,10730.458,-1276347.5,228.91842,0.87732624,6.0533959e-05,-157.0381072,52.307625599999994,134.9561856,CASE-3,1351.08376915938,8.91936933483768,0.0,3.97697117812369,154.229095212125,978.351739521577,430.0,247286.0,2857.0
134400,100,20,15,11,277.00452,-1287095.2,10724.829,-1276370.4,184.29555,0.89591633,5.7617733e-05,-160.186288,9.58422416,128.4261248,CASE-3,1354.7478332584801,25.011981401242,7.23549162631039,17.6301629488574,182.982303859338,950.000901465456,393.0,247405.0,2800.0
135000,100,20,15,11,276.88417,-1287078.7,10720.169,-1276358.6,159.17474,0.88087118,5.9007113e-05,-160.163552,42.9170608,94.87085760000001,CASE-3,1321.80030145995,0.0,38.605433476117,0.0,221.90877852457,905.173536604469,399.0,247503.0,2812.0
135600,100,20,15,11,276.58969,-1287135.1,10708.768,-1276426.3,358.77541,0.86431535,6.1525304e-05,-202.857344,-14.201984,123.37894080000001,CASE-3,1300.17792620928,34.7642316085897,52.7857903077995,4.72334745712613,266.748053207714,764.38767827952,446.0,247482.0,2798.0
