Timestep1and2,Slding speed,Depth polishing,Particle size,Composition,Temperature,PotEng,KinEng,Total energy,Press,Von Mises stress,v_hydro,Force_X,Force_Y,Force_Z,CaseID,Total dislocation length,Dislocation length.1/2<110>,Dislocation length.1/3<100>,Dislocation length.1/3<111>,Dislocation length.1/6<110>,Dislocation length.1/6<112>,BCC phase,FCC phase,HCP phase
202800,50,20,15,11,273.76645,-1287903.1,10599.46,-1277303.6,545.68161,0.78009209,6.7346325e-05,-181.29960000000003,10.405719840000001,143.52698080000002,CASE-5,1501.30717418617,38.243251175826,20.8679069128084,31.0121845918015,12.6193282231474,1297.78846270535,433.0,247544.0,3483.0
203400,50,20,15,11,273.88584,-1287917.4,10604.082,-1277313.3,755.27777,0.77840834,7.5839962e-05,-169.75547200000003,-4.09371888,124.93507199999999,CASE-5,1583.18692432885,25.7226329163051,17.2921162100909,25.0854627075167,95.5511553952146,1327.34213650758,424.0,247601.0,3453.0
204000,50,20,15,11,273.74041,-1287893.5,10598.452,-1277295.1,985.11514,0.88423195,8.2625102e-05,-156.76595680000003,9.32081824,108.0088624,CASE-5,1510.68552092306,18.1563546161198,6.60524655645337,32.0292772809205,32.6837339075912,1302.88057730053,408.0,247686.0,3362.0
204600,50,20,15,11,273.45478,-1287915.3,10587.393,-1277327.9,912.16133,0.9477483,8.0926264e-05,-195.756096,-0.80308672,115.543184,CASE-5,1431.69132762493,62.8374344090954,0.0,25.0576015998773,91.1988931389032,1185.98321059531,445.0,247627.0,3423.0
205200,50,20,15,11,273.79581,-1287936.8,10600.597,-1277336.2,802.23523,0.94533064,7.7338644e-05,-189.766704,0.768197056,140.66008,CASE-5,1445.42902966696,50.5359030917792,3.06563548628707,29.9746641564816,52.2498316124648,1234.09723219203,470.0,247550.0,3629.0
205800,50,20,15,11,273.26705,-1287934.6,10580.124,-1277354.5,718.09057,0.88922525,7.4395177e-05,-178.21032000000002,8.29497152,120.06992640000001,CASE-5,1551.92654905401,33.0166507364009,16.5978351194811,35.9151894888964,91.5315840166842,1307.14171652586,479.0,247333.0,3669.0
206400,50,20,15,11,273.13648,-1287945.2,10575.07,-1277370.1,519.26754,0.87444738,6.6086367e-05,-146.17070080000002,-1.167228768,133.5444352,CASE-5,1609.85856178635,51.4935327105279,0.0,32.1208636125028,118.075178260862,1240.1742656838,479.0,247401.0,3618.0
207000,50,20,15,11,273.09855,-1287896.4,10573.601,-1277322.8,320.79193,0.8737935,5.7817263e-05,-154.9269824,-11.30672128,104.99303520000001,CASE-5,1566.250292923,17.5844797999098,13.3167906615917,30.6241764132189,72.8654900391212,1283.75047127262,505.0,247313.0,3621.0
207600,50,20,15,11,273.12144,-1287921.9,10574.487,-1277347.4,254.46549,0.8441389,5.6502545e-05,-151.63678560000002,15.75755472,114.80385920000002,CASE-5,1593.59968721618,26.4585208973204,12.2568821136473,32.0128770033293,102.572641123009,1308.21723570127,491.0,247177.0,3705.0
208200,50,20,15,11,272.66155,-1287906,10556.681,-1277349.3,357.3427,0.80962021,6.1839032e-05,-163.44307200000003,12.68898768,122.42517600000002,CASE-5,1709.39706051475,28.3891055577921,37.9710389227505,58.1512008503841,102.464215466832,1342.5627565687,469.0,247082.0,3644.0
208800,50,20,15,11,273.1932,-1287916.8,10577.265,-1277339.5,495.78387,0.75186923,6.7609023e-05,-157.42178560000002,10.71898496,112.50336,CASE-5,1571.53589178716,45.5733849622436,59.9792194070261,31.4156214526896,77.4263731140869,1221.79154249766,517.0,247180.0,3590.0
209400,50,20,15,11,273.51892,-1287910.3,10589.876,-1277320.4,577.04737,0.73771373,6.781358e-05,-156.72249280000003,0.8381316320000001,123.100992,CASE-5,1608.03717599146,36.069108557365,35.4975071370417,23.005604706642,83.1086755169791,1328.44511693671,500.0,247068.0,3616.0
210000,50,20,15,11,273.68508,-1287907,10596.31,-1277310.7,638.12868,0.81835828,6.8258785e-05,-146.42559839999998,10.267981120000002,127.7999456,CASE-5,1765.54367199066,25.3651908594477,38.1254902988521,11.2134338476919,70.2420066598429,1488.93711293514,531.0,247182.0,3640.0
210600,50,20,15,11,273.62556,-1287890.7,10594.005,-1277296.6,704.47722,0.92159692,7.3083799e-05,-161.9716,-23.4799616,122.46998880000001,CASE-5,1709.20265752267,49.0172822870201,24.8241019217516,37.7474766652631,120.98444133556,1316.18204967433,455.0,247018.0,3653.0
211200,50,20,15,11,273.37028,-1287904.4,10584.122,-1277320.3,843.33608,1.0075957,7.7378135e-05,-173.209888,-30.328072,117.33118239999999,CASE-5,1662.07033056351,56.1709734269166,33.1288778632197,27.4173023643028,97.5417079163512,1342.20530308985,480.0,246957.0,3753.0
211800,50,20,15,11,273.63428,-1287903.9,10594.343,-1277309.5,870.47386,1.0406564,7.7535108e-05,-153.6867296,-0.048612049600000005,117.77564480000001,CASE-5,1772.41593454373,34.5013378105484,28.1324625090217,27.5240249535223,112.708218605143,1473.82191626169,550.0,246653.0,3872.0
212400,50,20,15,11,273.50169,-1287873.9,10589.209,-1277284.7,823.95185,1.0665402,7.6126925e-05,-152.17617600000003,-22.7328896,107.54706240000002,CASE-5,1758.60016581969,59.6191768834935,41.1633859826467,32.6190406939431,96.9762737850423,1411.15663533022,514.0,246620.0,3957.0
213000,50,20,15,11,273.07512,-1287888.6,10572.694,-1277315.9,705.52874,1.0568258,7.3412101e-05,-166.77576,-15.034799360000001,128.53491200000002,CASE-5,1667.18412317129,46.8706561945936,26.7717360780113,43.7453147117135,89.3250648801556,1372.75693180104,476.0,246653.0,3826.0
213600,50,20,15,11,273.15585,-1287868.6,10575.819,-1277292.8,671.29966,0.97573082,7.060312e-05,-228.569152,-16.010272,136.7833296,CASE-5,1654.00491366399,112.051461905094,8.31332348065209,21.0447692464145,75.1801831423861,1293.34505409925,511.0,246805.0,3727.0
214200,50,20,15,11,273.09393,-1287836.1,10573.422,-1277262.7,469.01595,0.94077531,6.2383933e-05,-199.70060800000002,-19.0957152,142.9328032,CASE-5,1674.04205882481,92.4538196800198,0.0,23.7846385969555,100.26864627489,1363.37510396732,504.0,246601.0,3821.0
214800,50,20,15,11,273.21077,-1287806.2,10577.946,-1277228.3,510.44499,0.87171648,6.3365496e-05,-217.63414400000002,-8.834253440000001,137.961728,CASE-5,1752.29564290382,56.9031986122011,0.0,24.6238091282281,88.954308046054,1469.03435976264,525.0,246681.0,3673.0
215400,50,20,15,11,273.32275,-1287818.3,10582.281,-1277236.0,471.22561,0.86653153,6.2191403e-05,-199.146528,13.72896208,134.3094048,CASE-5,1834.30344258152,45.1558749963982,5.37382797507352,23.8211306854346,67.9144505891283,1574.32407959973,528.0,246696.0,3623.0
216000,50,20,15,11,273.11547,-1287796.2,10574.256,-1277221.9,531.30825,0.87062897,6.2753381e-05,-210.13932799999998,-12.19129344,118.07281280000001,CASE-5,1718.76402921003,37.5945008022623,14.2358544163094,43.497946514551,38.9292163734702,1457.24188534197,537.0,246358.0,3739.0
216600,50,20,15,11,273.22094,-1287828.2,10578.339,-1277249.9,581.12443,0.98958378,6.6053377e-05,-202.53024000000002,4.05284064,137.717136,CASE-5,1705.02326715942,31.849480577346,12.3011262459942,40.6771562096962,49.0342696660706,1465.78752368496,550.0,246406.0,3768.0
217200,50,20,15,11,273.30829,-1287812.2,10581.721,-1277230.5,652.20216,1.0160903,6.7495132e-05,-159.7231888,-30.1651664,121.5527216,CASE-5,1800.1385285857,27.7128101171248,8.29591138126536,24.2925603717572,60.0362157462248,1537.68488467429,527.0,246444.0,3744.0
217800,50,20,15,11,272.89119,-1287833,10565.572,-1277267.4,686.94217,1.0472788,6.9172835e-05,-173.893376,-6.920954399999999,125.03136640000001,CASE-5,1768.70994368307,53.1370948727081,3.94931490692059,36.1334007809529,66.4084759547625,1524.60281241788,561.0,246348.0,3793.0
218400,50,20,15,11,273.84397,-1287870.4,10602.461,-1277267.9,799.78364,1.0583014,7.4879793e-05,-150.745096,-10.006036960000001,122.2073232,CASE-5,1975.51066272751,51.460096885201,24.4813755337226,30.1013242773816,55.4469201793547,1679.36640915201,562.0,246088.0,3897.0
219000,50,20,15,11,273.89663,-1287882.9,10604.5,-1277278.4,810.51386,1.0474312,7.6062822e-05,-171.27086400000002,-51.369361600000005,95.238352,CASE-5,1972.91859658267,36.8706596076462,27.8271214328239,22.4133537021398,86.0650843360491,1684.96371903968,649.0,246042.0,3926.0
219600,50,20,15,11,273.5602,-1287852.6,10591.475,-1277261.2,728.26338,0.94424302,7.4826527e-05,-128.93482400000002,-40.656542400000006,95.3175968,CASE-5,1945.35417727836,41.8607076734171,28.2901241581181,23.8169205039228,73.6464376878173,1659.43653213379,621.0,246091.0,3949.0
220200,50,20,15,11,273.60536,-1287848.3,10593.223,-1277255.1,459.02027,0.83899341,6.2920137e-05,-130.8282704,-26.902352000000004,95.3453408,CASE-5,2010.69203052887,58.2770385339195,47.0973754556468,28.1319348049561,100.313836041186,1700.02158063037,561.0,246076.0,4071.0
220800,50,20,15,11,273.62864,-1287827.5,10594.125,-1277233.4,212.1709,0.73979366,5.5037426e-05,-144.77549919999998,-14.318582079999999,111.7244352,CASE-5,2030.16150915513,59.8148290355706,61.7927661779176,39.5811872194533,109.998501342855,1685.90670292043,543.0,246194.0,3994.0
221400,50,20,15,11,273.71455,-1287834.7,10597.45,-1277237.3,79.82594,0.75835357,4.9364583e-05,-150.2981872,-14.87005696,110.7984624,CASE-5,1973.66822413525,47.1748127561284,46.8812209412022,23.732632661777,104.810266679569,1644.96144403633,527.0,246107.0,3958.0
222000,50,20,15,11,273.77612,-1287827,10599.834,-1277227.2,76.61296,0.71003465,4.8289036e-05,-159.70723840000002,-1.3808301920000001,120.0633952,CASE-5,2099.16259033517,35.1008665175595,65.9126597447987,26.3774483330683,125.502234984058,1713.60751375722,552.0,245859.0,4047.0
222600,50,20,15,11,273.50374,-1287838.9,10589.289,-1277249.6,196.87827,0.686833,5.1141617e-05,-152.2755184,-3.87795152,111.0059744,CASE-5,2128.28165650362,34.1329555637438,37.046506165238,38.5503278598568,119.764625463384,1758.08527019654,595.0,245415.0,4429.0
223200,50,20,15,11,273.87311,-1287856.9,10603.59,-1277253.3,496.40761,0.68043339,6.1265083e-05,-121.7344064,-2.33249328,87.2405488,CASE-5,2148.37216470853,59.521811923844,56.4046205605084,32.1815830213968,125.917179257237,1752.45031188075,613.0,245103.0,4633.0
223800,50,20,15,11,273.57399,-1287891.7,10592.009,-1277299.7,759.06863,0.66556395,7.242477e-05,-90.31304,-22.5610944,88.30132640000001,CASE-5,2166.3324203966,19.3314715782699,58.7677029587951,41.3137560263519,119.639221461879,1801.41855595049,593.0,245007.0,4612.0
224400,50,20,15,11,273.4962,-1287925.6,10588.997,-1277336.6,825.16427,0.64530735,7.3808144e-05,-123.968552,-21.5635312,103.30474720000001,CASE-5,2209.49788056466,35.743049805181,51.1278208180774,37.370156634882,211.096774774434,1697.94119479357,563.0,244990.0,4641.0
225000,50,20,15,11,273.9831,-1287932.6,10607.848,-1277324.8,851.88173,0.59321931,7.5366455e-05,-118.8704832,-22.9671936,92.42351680000002,CASE-5,2125.30939603461,20.7716183127438,65.7849679662377,42.8008003815743,172.304255515079,1609.21939594624,588.0,244753.0,4806.0
225600,50,20,15,11,273.55374,-1287944.3,10591.225,-1277353.0,678.69701,0.57537772,6.8715889e-05,-130.179984,-29.081915199999997,103.11426560000001,CASE-5,2111.93115834122,86.613084743169,52.4640787407139,19.4563378422116,176.26577331861,1629.01042698856,616.0,244812.0,4573.0
226200,50,20,15,11,274.30907,-1287950.6,10620.469,-1277330.1,604.2025,0.5217515,6.5780212e-05,-146.3988512,-22.3620208,103.24707040000001,CASE-5,2136.80592787709,44.0172313290238,52.9434358048198,27.9449842393818,121.220026714467,1789.20844288678,557.0,244959.0,4531.0
226800,50,20,15,11,273.50762,-1287903.2,10589.439,-1277313.8,415.43904,0.58039682,6.0471447e-05,-156.4849888,-34.2343552,89.0767488,CASE-5,2203.35839395137,41.3615184032474,41.6183323648906,31.1229581913857,149.884172644719,1785.96519805056,586.0,244941.0,4466.0
227400,50,20,15,11,273.48579,-1287898.3,10588.594,-1277309.7,235.76901,0.63714392,5.2134973e-05,-149.483728,-8.688514080000001,90.64496000000001,CASE-5,2371.11103576499,61.8321060236068,34.3737310324094,32.0976241044182,161.255161797608,1967.9611156185,555.0,244813.0,4478.0
228000,50,20,15,11,273.33632,-1287887.9,10582.807,-1277305.0,130.02013,0.65142491,4.9212788e-05,-194.58412800000002,-14.999777280000002,119.88234720000001,CASE-5,2336.73341621421,56.0960527495557,55.0229380771878,29.5001351955311,197.159548700253,1855.33928933541,567.0,244774.0,4598.0
228600,50,20,15,11,273.48031,-1287910.6,10588.382,-1277322.2,45.10083,0.74497823,4.662437e-05,-186.938816,-32.039168000000004,99.10552320000001,CASE-5,2375.73256838735,92.2838419692138,67.0791018935556,18.3190218830385,144.040164303901,1836.72900114316,570.0,244678.0,4503.0
229200,50,20,15,11,273.03367,-1287890.9,10571.089,-1277319.8,74.337413,0.86070561,4.7189427e-05,-158.49788,-30.976240000000004,93.99564800000002,CASE-5,2300.22888379719,69.1950812435713,39.3359531680283,29.6630511808609,163.30511850532,1835.23418420966,622.0,244487.0,4552.0
229800,50,20,15,11,273.4722,-1287947.3,10588.068,-1277359.2,258.60903,0.95926337,5.3638186e-05,-142.7397584,-21.348036800000003,95.49104,CASE-5,2217.07291689584,81.8547467613631,21.3645594798932,47.0524132966008,126.92890071278,1854.2021965948,608.0,244287.0,4694.0
230400,50,20,15,11,273.1741,-1287941.3,10576.526,-1277364.8,639.36861,1.0986818,6.6690178e-05,-143.9278736,-21.9987536,132.40574560000002,CASE-5,2281.671456655,75.7438908796904,28.7604468584142,28.9949922617366,145.081144478014,1849.60356590817,609.0,244099.0,4778.0
231000,50,20,15,11,273.53584,-1287950.8,10590.531,-1277360.2,821.21506,1.1228899,7.5434948e-05,-122.06996480000001,-27.628680000000003,107.280776,CASE-5,2455.90138802383,76.4891741231169,43.1652094062849,43.8112085485311,135.518027493493,1928.54307614004,596.0,243946.0,4796.0
231600,50,20,15,11,273.42091,-1287974.5,10586.082,-1277388.4,969.54066,1.0475276,8.0656575e-05,-142.5316272,-50.50255680000001,132.5955696,CASE-5,2361.9553897523,70.5695911441597,52.618036199911,28.1867732747089,148.233899124953,1902.89581707453,627.0,244109.0,4663.0
232200,50,20,15,11,273.47555,-1287951.2,10588.197,-1277363.0,924.80636,1.0254333,7.7445768e-05,-122.441984,-31.3663936,107.4383232,CASE-5,2350.92009176763,51.112426041404,32.1245369164039,42.3530925475236,136.316198077499,1941.09216778051,569.0,244254.0,4547.0
232800,50,20,15,11,273.70368,-1287942.7,10597.03,-1277345.7,769.16589,0.96430324,7.1203847e-05,-168.041392,-36.2047888,115.8463184,CASE-5,2285.31231692396,52.8074084917446,39.3845782012668,50.1007732552662,150.294097197081,1871.22597604211,626.0,244269.0,4488.0
233400,50,20,15,11,273.57327,-1287913.8,10591.981,-1277321.8,525.01418,0.91500635,6.2525448e-05,-170.818352,-37.2385712,130.2646144,CASE-5,2505.40079206915,68.4535807779732,24.1502838287664,54.0693253855711,108.204689692218,2107.89804302675,639.0,244405.0,4406.0
234000,50,20,15,11,273.38066,-1287910.9,10584.523,-1277326.4,336.75657,0.81558397,5.5218348e-05,-175.53308800000002,-33.079032000000005,119.60487840000002,CASE-5,2340.48416214668,82.1485816056684,23.2951352762314,43.7570370657839,80.781608628905,1909.60111462526,588.0,244533.0,4259.0
234600,50,20,15,11,273.80509,-1287879.8,10600.956,-1277278.8,257.69715,0.80940402,5.1352939e-05,-199.29048,-23.754780800000002,117.58389440000002,CASE-5,2456.73074997391,35.3965339414041,38.8165541609001,33.029023561449,89.8460701791035,2061.79713466328,575.0,244591.0,4197.0
235200,50,20,15,11,273.24128,-1287840.1,10579.127,-1277261.0,109.12732,0.84117385,4.7027919e-05,-223.47268800000003,-23.1316272,85.99774400000001,CASE-5,2551.55624055256,59.2278862307212,10.9526381408921,33.4842318118244,134.297556888035,2132.90112486426,598.0,244569.0,4256.0
235800,50,20,15,11,272.78793,-1287847.2,10561.574,-1277285.6,159.15777,0.91939834,4.8806802e-05,-210.337616,-19.2209824,110.82159200000001,CASE-5,2446.85031986482,70.6393857936453,0.0,36.5241166249834,118.536741174889,1974.75226155751,553.0,244672.0,4169.0
236400,50,20,15,11,273.09319,-1287882,10573.393,-1277308.6,251.40845,0.95682739,5.1971739e-05,-181.583536,-31.4907856,102.9789616,CASE-5,2523.58062788573,78.9899404025577,8.58529424040389,37.4776095531922,79.8401533573207,2120.14372363855,604.0,244673.0,4162.0
237000,50,20,15,11,273.23112,-1287870.8,10578.733,-1277292.1,305.86524,0.92217728,5.5736969e-05,-153.70553440000003,-17.3922944,118.97171840000001,CASE-5,2386.76350171912,60.8263085549482,26.3513281540352,34.516164584117,105.440880888361,1951.92688911049,619.0,244545.0,4123.0
237600,50,20,15,11,273.14081,-1287899.3,10575.237,-1277324.0,552.28544,0.93474251,6.4605877e-05,-148.674936,-32.103096,108.52820160000002,CASE-5,2312.58668679549,79.236360415985,22.5288851852846,32.9631401062396,118.033402300852,1857.35228266177,579.0,244725.0,4049.0
238200,50,20,15,11,272.91238,-1287869.6,10566.393,-1277303.2,795.00569,0.88710409,7.3741215e-05,-152.5940752,-3.5877872000000006,104.4318464,CASE-5,2308.16558601847,82.1953926757316,14.0802315752864,29.9371811477652,84.3638127120927,1966.9725222996,614.0,244991.0,3767.0
238800,50,20,15,11,273.17199,-1287911.9,10576.444,-1277335.4,854.31832,0.87066212,7.6689711e-05,-154.3923264,-2.68740096,97.0962224,CASE-5,2432.34336711535,93.4328596767698,33.6132074003886,16.5696333393758,129.593594274097,2013.15167252399,601.0,244966.0,3801.0
239400,50,20,15,11,273.42958,-1287887.6,10586.417,-1277301.2,777.05179,0.79261227,7.6596324e-05,-113.33039200000002,-8.52854672,86.84508,CASE-5,2395.69454913661,104.98354663497,48.9354484671564,18.8688135186921,118.506694845248,1934.47641076289,566.0,244783.0,3797.0
240000,50,20,15,11,273.39909,-1287879.1,10585.237,-1277293.9,538.22498,0.67419212,6.7356036e-05,-124.4021824,0.334717056,70.172184,CASE-5,2445.88269285355,80.2870016206008,40.2052522195565,10.671779627164,120.713379794605,2027.17324690525,580.0,244791.0,3726.0
240600,50,20,15,11,273.09206,-1287898.5,10573.349,-1277325.2,337.5605,0.67534075,5.8229047e-05,-166.50939200000002,-20.676441600000004,96.71300480000001,CASE-5,2527.82478586003,110.585899962907,21.0555825040917,18.2519267248985,95.9125779476538,2106.00460692199,571.0,244712.0,3819.0
241200,50,20,15,11,273.16109,-1287875.5,10576.022,-1277299.5,-4.0586688,0.71842836,4.5389006e-05,-183.75958400000002,-9.5226384,128.16613600000002,CASE-5,2486.80747685398,100.424716627086,12.1973133124649,7.9651370877397,76.9686443414942,2135.49343910041,570.0,244961.0,3655.0
241800,50,20,15,11,273.47263,-1287842.2,10588.084,-1277254.1,-191.34258,0.80707621,3.5817617e-05,-167.216944,-26.727776000000002,110.70818560000001,CASE-5,2256.20457188963,80.8018829649328,20.5655345790596,44.4228729186746,33.5116569525784,1926.72775964149,542.0,245109.0,3713.0
242400,50,20,15,11,273.24984,-1287823.6,10579.458,-1277244.1,-267.55941,0.90688687,3.3665603e-05,-172.210928,-7.17196192,83.19778720000001,CASE-5,2302.59105647481,64.5034907433143,26.5840642887744,40.1433359425754,60.5623279919339,1940.94626984801,522.0,245192.0,3641.0
243000,50,20,15,11,273.15072,-1287835.7,10575.621,-1277260.0,-57.385964,0.98060072,4.215426e-05,-185.675264,-10.92759648,97.5959856,CASE-5,2233.25776187759,89.2788203263286,39.0662123436341,10.7873255814507,91.7825073935687,1829.96845606155,500.0,245060.0,3743.0
243600,50,20,15,11,272.91849,-1287823.7,10566.629,-1277257.0,279.90228,1.0147842,5.5467628e-05,-176.61956800000002,-16.24668,94.3178096,CASE-5,2215.99140221084,107.561245503659,38.0257616989757,20.5405348740126,72.7392820556151,1764.58587462076,545.0,245012.0,3796.0
244200,50,20,15,11,273.66746,-1287868.6,10595.627,-1277273.0,478.6808,0.99636469,6.1064016e-05,-200.29856,-1.270191808,97.41680000000001,CASE-5,2181.21830394791,102.016184908984,58.0046382385403,9.7566552878411,62.7927530238799,1741.95371667234,572.0,245140.0,3797.0
244800,50,20,15,11,273.26874,-1287831.9,10580.19,-1277251.8,767.97438,1.0205583,7.272944e-05,-166.87616000000003,-15.485552960000001,114.97136800000001,CASE-5,2170.76518244356,96.7276757195138,23.6690404685474,17.656782245122,69.8570719383211,1813.17526310909,573.0,244861.0,3822.0
