Timestep1and2,Number of particle,Composition,Temperature,Strain rate input,Strain,Stress,Total energy,Von Mises stress,CaseID,Total dislocation length,Dislocation length.1/2<110>,Dislocation length.1/3<100>,Dislocation length.1/3<111>,Dislocation length.1/6<110>,Dislocation length.1/6<112>,BCC phase,FCC phase,HCP phase
176400,35.0,11.0,301.03223,1000000000.0,0.3528,3.5232106,-1220010.5,3.4921234,CASE7,14411.5823121447,167.256076912561,491.039451084354,166.638588809587,1997.11141364637,10859.9523831229,2085.0,203667.0,23064.0
177000,35.0,11.0,300.94708,1000000000.0,0.354,3.5507103,-1219974.0,3.5001741,CASE7,14058.6632753956,175.313366987825,402.686012195459,125.796692678306,1846.5603791589201,10547.3115519747,2067.0,203391.0,23565.0
177600,35.0,11.0,300.32646,1000000000.0,0.3552,3.5285609,-1219981.9,3.4706478,CASE7,13908.1021599064,280.267891516543,324.981384587091,140.351209046738,1860.61930206163,10634.3137073133,2096.0,203118.0,23245.0
178200,35.0,11.0,300.75713,1000000000.0,0.3564,3.5042398,-1219996.0,3.464175,CASE7,13714.0783148378,235.069262813213,396.961639445583,150.462608557966,1809.22606930068,10220.3904567708,2215.0,202048.0,24080.0
178800,35.0,11.0,300.9051,1000000000.0,0.3576,3.4162806,-1220027.8,3.3889196,CASE7,14144.7519407142,178.674989933704,462.539298006766,99.9204557150567,1957.32714320797,10716.4596134042,2227.0,200446.0,25422.0
179400,35.0,11.0,301.10544,1000000000.0,0.3588,3.4340662,-1220083.4,3.371722,CASE7,14799.0662323072,237.456397133358,490.092002132573,89.425859331465,2032.50744841689,11161.6693763484,2192.0,199623.0,26565.0
180000,35.0,11.0,301.23422,1000000000.0,0.36,3.3721651,-1220091.3,3.315887,CASE7,14042.5884323438,229.200774845054,493.979732410846,125.237865212696,2004.29192851206,10350.6853147809,2216.0,198362.0,27767.0
180600,35.0,11.0,300.38466,1000000000.0,0.3612,3.3656592,-1220045.6,3.2965476,CASE7,14167.3199655523,194.691063731265,330.416249277978,135.047354643668,1927.01029889289,10619.7241937387,2158.0,197253.0,28550.0
181200,35.0,11.0,300.66493,1000000000.0,0.3624,3.3678961,-1220025.3,3.3089141,CASE7,14486.1138954909,179.348806897322,386.01420597631,101.936109487098,2054.28735435856,10669.3651171132,2281.0,196954.0,28784.0
181800,35.0,11.0,301.40881,1000000000.0,0.3636,3.3542024,-1220045.2,3.2587974,CASE7,14435.8018035937,237.033761585734,464.168197224518,180.737645663069,1894.5914436117,10663.8844220683,2181.0,195884.0,29772.0
182400,35.0,11.0,3...59055,1000000000.0,0.3648,3.2727161,-1220065.1,3.2188859,CASE7,14420.0958369936,288.082913071739,448.574530695782,96.4461601576174,1960.79503101082,10814.3616274071,2116.0,195902.0,29834.0
183000,35.0,11.0,300.74471,1000000000.0,0.366,3.2384831,-1220079.5,3.1970848,CASE7,13942.0880113915,217.44434367356,416.583074475332,91.8340286138456,1827.4897417751,10646.1716508254,2100.0,195618.0,30229.0
183600,35.0,11.0,300.95433,1000000000.0,0.3672,3.2044064,-1220160.2,3.1032666,CASE7,14422.0245646158,197.097239316317,449.464141222163,77.2203865923652,1786.35914457093,11037.4099554475,2192.0,195247.0,30576.0
184200,35.0,11.0,301.21929,1000000000.0,0.3684,3.154067,-1220208.2,3.078876,CASE7,13983.8992057926,187.881305764601,564.23419542752,49.8215427791203,1851.94726084309,10460.094017497,2081.0,195854.0,30357.0
184800,35.0,11.0,300.63396,1000000000.0,0.3696,3.1603821,-1220231.2,3.1194407,CASE7,13889.4011350436,227.201219681195,472.561918427337,81.7686748017475,1731.05421953803,10592.4892049929,2035.0,196591.0,30063.0
185400,35.0,11.0,301.33587,1000000000.0,0.3708,3.1944352,-1220228.8,3.1517271,CASE7,13760.79528469,223.816889355871,611.650761840639,94.9616884281515,1869.23541005648,9992.73816801264,2077.0,195964.0,30285.0
186000,35.0,11.0,301.02285,1000000000.0,0.372,3.1996607,-1220212.7,3.1600326,CASE7,13632.6961666814,217.70417932622,485.981354805857,109.788405744109,1962.22940287685,10035.6226660913,1978.0,194969.0,31086.0
186600,35.0,11.0,301.47523,1000000000.0,0.3732,3.131712,-1220240.9,3.1103038,CASE7,14296.77318779,134.408887869774,433.389935519064,120.376280959996,1932.18123512133,10751.4968042738,1991.0,193982.0,31998.0
187200,35.0,11.0,300.81388,1000000000.0,0.3744,3.1342647,-1220268.0,3.1332265,CASE7,14008.8010024056,206.948142821895,513.450118155775,68.9823544104493,1799.4335309167,10653.4376768072,1844.0,194384.0,31511.0
187800,35.0,11.0,300.27053,1000000000.0,0.3756,3.1882271,-1220320.8,3.1520709,CASE7,13606.7001676846,195.488491393742,541.764279613803,97.241387191398,1778.96238074576,10317.547745167,1922.0,195143.0,31007.0
188400,35.0,11.0,301.6228,1000000000.0,0.3768,3.2311529,-1220337.0,3.2236736,CASE7,13892.6684403104,169.049474787258,534.704334977098,99.8205966451984,1755.50592235764,10440.4195675988,1870.0,196023.0,30136.0
189000,35.0,11.0,300.37986,1000000000.0,0.378,3.2553124,-1220376.0,3.2278695,CASE7,14383.1210508839,196.157626602356,540.864032889679,109.610415296078,1679.15335151739,11130.6703146629,1910.0,197108.0,29333.0
189600,35.0,11.0,300.436,1000000000.0,0.3792,3.3058362,-1220404.1,3.2380091,CASE7,13956.9166767664,307.220308012961,567.190684975076,119.982300015827,1854.25917177506,10332.0584549604,1928.0,197612.0,28884.0
190200,35.0,11.0,300.34662,1000000000.0,0.3804,3.342491,-1220428.7,3.2730525,CASE7,13392.4219624176,264.904232650868,467.702006937612,118.577067949863,1886.88097128249,9939.98732651385,1864.0,198642.0,27777.0
190800,35.0,11.0,301.14852,1000000000.0,0.3816,3.3764117,-1220495.7,3.3182634,CASE7,13050.1309519396,257.956016793359,555.095571025685,113.175031222346,1923.42995089759,9475.74661275451,1874.0,199117.0,27638.0
191400,35.0,11.0,300.88346,1000000000.0,0.3828,3.4240117,-1220441.1,3.3627791,CASE7,12998.1784506307,245.554814050926,582.169975389255,126.394103014635,1929.43276537936,9296.91315864615,1775.0,199586.0,27368.0
192000,35.0,11.0,300.98616,1000000000.0,0.384,3.4615507,-1220451.1,3.3876625,CASE7,12889.5881113333,170.448862913011,575.034027994202,96.7067937565522,1906.1658233644,9407.91387497334,1752.0,200159.0,26790.0
192600,35.0,11.0,300.62717,1000000000.0,0.3852,3.5127764,-1220403.8,3.4351999,CASE7,13206.9440081933,265.863497063274,488.497855224757,78.6940425670627,1815.81413730709,9693.24660846405,1741.0,200913.0,25858.0
193200,35.0,11.0,301.08927,1000000000.0,0.3864,3.5467138,-1220379.3,3.4861378,CASE7,12715.1779017436,220.846959761572,477.846399840952,70.2661626557909,1854.9081487822,9156.01855097126,1744.0,201382.0,25857.0
193800,35.0,11.0,301.26605,1000000000.0,0.3876,3.609413,-1220318.1,3.5457057,CASE7,13162.2833216306,234.769031262011,505.903569549149,82.6373284727883,2052.52871040316,9423.68212300086,1699.0,201695.0,25362.0
194400,35.0,11.0,300.24579,1000000000.0,0.3888,3.6543168,-1220375.6,3.5804515,CASE7,13306.9552994146,230.826310016493,531.208047400051,135.292265539258,1700.91369453326,9857.33629252455,1754.0,202415.0,24395.0
195000,35.0,11.0,300.81012,1000000000.0,0.39,3.6987356,-1220337.2,3.5580558,CASE7,13301.8832866582,296.133052990222,450.543061183116,101.32225195139,1705.94258616749,9831.73025560847,1717.0,202829.0,23798.0
195600,35.0,11.0,299.96447,1000000000.0,0.3912,3.7267763,-1220359.2,3.5815766,CASE7,13937.3298687783,174.948969340484,396.608782481778,120.510383592417,1710.76810176537,10366.6906304362,1692.0,203928.0,23212.0
196200,35.0,11.0,301.07643,1000000000.0,0.3924,3.7340938,-1220374.8,3.5824589,CASE7,13283.035103304,307.374036162507,425.911493789175,163.762286118868,1569.5733230149,10031.1723586787,1676.0,204841.0,22329.0
196800,35.0,11.0,301.14332,1000000000.0,0.3936,3.7030689,-1220377.5,3.5698809,CASE7,13263.4665914338,239.46345787157,424.456034874244,133.869246030473,1737.08083714132,9920.84014507597,1623.0,205734.0,21296.0
197400,35.0,11.0,301.25587,1000000000.0,0.3948,3.6572247,-1220386.9,3.5333346,CASE7,13291.2560565792,211.965041813702,327.85753530251,156.909463415131,1942.34274150625,9814.2209413335,1700.0,206681.0,20066.0
198000,35.0,11.0,300.7289,1000000000.0,0.396,3.6180736,-1220406.4,3.5208337,CASE7,14088.192300082,247.599746470117,446.661189726701,171.294726903016,1954.92187453548,10351.5160299991,1676.0,207373.0,19131.0
198600,35.0,11.0,300.99997,1000000000.0,0.3972,3.6203702,-1220413.0,3.5304461,CASE7,13470.1277706407,183.144161029705,389.611788361931,170.066179824634,1987.30058165932,9862.20872239098,1773.0,208151.0,18620.0
199200,35.0,11.0,300.76628,1000000000.0,0.3984,3.635236,-1220378.6,3.5395553,CASE7,13759.390280946,233.253008075638,419.366215381654,186.033181994614,1852.11115138561,10180.0040299732,1644.0,208253.0,18379.0
199800,35.0,11.0,300.52776,1000000000.0,0.3996,3.6797209,-1220349.9,3.538442,CASE7,13996.6393283085,240.920621386053,373.814042530247,186.465956631805,1946.3094324565,10311.0549114774,1823.0,207716.0,18571.0
200400,35.0,11.0,300.53909,1000000000.0,0.4008,3.7187956,-1220321.1,3.5955718,CASE7,14167.989960058,192.204485160585,406.370903960875,181.458334869783,2211.55074968923,10326.2310533756,1750.0,207678.0,18631.0
201000,35.0,11.0,300.83223,1000000000.0,0.402,3.7638378,-1220279.1,3.62845,CASE7,13962.5657771354,291.653690675245,446.53876367161,151.430300405668,2083.36770985241,10151.00297785,1816.0,207752.0,18418.0
201600,35.0,11.0,300.53265,1000000000.0,0.4032,3.8431675,-1220279.0,3.6790531,CASE7,14093.7695906811,186.316592167244,361.577456634581,188.56635166966,2289.45381407454,10281.1229945054,1831.0,208013.0,18157.0
202200,35.0,11.0,300.45706,1000000000.0,0.4044,3.8656361,-1220220.5,3.7035796,CASE7,13499.9466013853,226.166396706436,311.784608760152,114.140508831573,2259.90117046625,9835.36633258526,1836.0,208633.0,17808.0
202800,35.0,11.0,300.93984,1000000000.0,0.4056,3.8680928,-1220191.3,3.7306163,CASE7,13733.4216489096,316.525660690967,383.178307219964,172.575585531586,2314.78724264067,9646.60026987636,1760.0,209133.0,17172.0
203400,35.0,11.0,300.74069,1000000000.0,0.4068,3.8455052,-1220204.9,3.6779006,CASE7,13441.9915380149,269.488236560756,238.357247001035,254.830038692354,2129.8665295756,9644.51836277148,1813.0,209594.0,16706.0
204000,35.0,11.0,301.35863,1000000000.0,0.408,3.8167647,-1220240.5,3.6907877,CASE7,13608.0382115121,288.955269179558,244.087762380158,173.99235891033,2159.58121439803,9924.1149474102,1732.0,209331.0,16652.0
204600,35.0,11.0,301.01808,1000000000.0,0.4092,3.8616402,-1220235.4,3.690632,CASE7,13294.5480827835,357.20642501125,246.69511504791,168.737808728148,2059.23613571933,9587.36519350813,1836.0,209531.0,16534.0
205200,35.0,11.0,300.97178,1000000000.0,0.4104,3.9084905,-1220174.8,3.7432881,CASE7,13747.3522159695,245.893455816419,243.30610698855,200.976448798863,2268.62776500162,9897.00737786999,1768.0,209350.0,16614.0
205800,35.0,11.0,300.2609,1000000000.0,0.4116,3.9173552,-1220183.8,3.7569476,CASE7,13622.0876843953,252.294371011084,278.067984883322,167.558391602857,2149.5905892962,9814.92865280454,1735.0,209008.0,16844.0
206400,35.0,11.0,300.65658,1000000000.0,0.4128,3.9291181,-1220151.8,3.7235423,CASE7,13700.3225233213,215.445000091893,289.233493977511,166.062121944199,2170.94589057302,9980.40898279474,1807.0,208639.0,17474.0
207000,35.0,11.0,300.49619,1000000000.0,0.414,3.8797832,-1220166.6,3.6626592,CASE7,14420.1878782853,218.835714447945,313.530671212747,169.806409980421,2196.74879833054,10464.730913753,1865.0,207548.0,18053.0
207600,35.0,11.0,300.95363,1000000000.0,0.4152,3.8715543,-1220122.5,3.6788382,CASE7,13754.5596022711,222.863690052012,368.413959005417,170.031557998565,2291.41732857583,9925.64419758785,1838.0,207135.0,18256.0
208200,35.0,11.0,301.12833,1000000000.0,0.4164,3.8675672,-1220111.2,3.6309352,CASE7,14365.0071326084,228.196913376016,373.002004982822,162.110229831956,2218.93791517513,10641.8525669073,1993.0,206138.0,19221.0
208800,35.0,11.0,300.28831,1000000000.0,0.4176,3.8551381,-1220134.9,3.6320605,CASE7,14444.3528921383,218.707760432481,307.67894616854,167.675907755441,2145.15320806435,10656.0607856936,2055.0,205485.0,19712.0
209400,35.0,11.0,300.645,1000000000.0,0.4188,3.8271785,-1220137.0,3.6122809,CASE7,15397.9892464205,273.219549713981,422.619066318577,147.273094662897,2328.9937514455,11327.277425826,2085.0,204132.0,20809.0
210000,35.0,11.0,301.29882,1000000000.0,0.42,3.7923639,-1220095.8,3.585977,CASE7,15107.6067289048,284.029384875464,321.878149951389,199.858385851474,2226.35738667245,11181.0431676207,2046.0,202922.0,21805.0
210600,35.0,11.0,300.64126,1000000000.0,0.4212,3.7764916,-1220122.2,3.5922964,CASE7,15126.6855082652,251.005788451388,323.128231215131,148.28422118078,2294.5219809237,11285.5328507929,2123.0,201833.0,22640.0
211200,35.0,11.0,301.34172,1000000000.0,0.4224,3.7474138,-1220059.7,3.5526254,CASE7,15002.8847055717,224.42838477488,332.771439339755,150.776135413869,2211.66038399957,11203.1318545115,2210.0,201066.0,23304.0
211800,35.0,11.0,301.63826,1000000000.0,0.4236,3.7504359,-1220028.1,3.4981123,CASE7,15204.8835392149,230.127841643769,494.593142003711,125.038789339826,2256.44102662807,11173.942910654,2135.0,200176.0,23985.0
212400,35.0,11.0,301.00411,1000000000.0,0.4248,3.7370482,-1220038.9,3.4884038,CASE7,14982.4091624703,238.993581411073,472.240269664483,107.597169585723,2088.22041016657,11156.9890831746,2157.0,199762.0,24233.0
213000,35.0,11.0,300.60366,1000000000.0,0.426,3.7299444,-1220034.8,3.4845138,CASE7,15640.2061723466,304.276643303599,450.279345600966,144.964691390853,2116.12597238142,11723.541754884,2194.0,199717.0,24490.0
213600,35.0,11.0,301.54091,1000000000.0,0.4272,3.7199226,-1220043.2,3.4741179,CASE7,15276.5363538172,207.069907687349,468.892705415646,131.849284791355,2020.50591033999,11572.9468632749,2251.0,198886.0,25374.0
214200,35.0,11.0,300.81638,1000000000.0,0.4284,3.697951,-1220029.6,3.4581741,CASE7,15123.5123678479,229.332425016115,405.318151754528,145.611452684292,1841.7560922543,11289.5038996678,2196.0,197910.0,26050.0
214800,35.0,11.0,1.23706,1000000000.0,0.4296,3.657631,-1220008.6,3.4509108,CASE7,15637.785974103,216.06643805096,381.824083560365,105.539526128871,2028.34678424453,11734.2612237317,2327.0,196195.0,27263.0
215400,35.0,11.0,301.48477,1000000000.0,0.4308,3.6027278,-1220089.1,3.3523806,CASE7,15930.3884070301,230.140607052549,436.015374991643,101.785383424605,1900.9483118963,12050.1318411811,2291.0,195413.0,28033.0
216000,35.0,11.0,300.91414,1000000000.0,0.432,3.5170764,-1220090.5,3.2795461,CASE7,15562.9121898402,339.997035538393,520.949165813951,87.151711265148,1930.00689849007,11531.615382394,2331.0,194235.0,29219.0
216600,35.0,11.0,300.99222,1000000000.0,0.4332,3.4032213,-1220135.3,3.1933802,CASE7,15868.145891631,320.77749413967,590.279812851665,76.1043714587007,1747.98167234759,12109.1842116675,2383.0,193122.0,30075.0
217200,35.0,11.0,300.99289,1000000000.0,0.4344,3.2666783,-1220154.6,3.0938676,CASE7,16316.5539944096,264.306715061947,541.250288945731,80.3797844937344,1904.55192825427,12611.4447608943,2438.0,192236.0,30721.0
217800,35.0,11.0,300.8397,1000000000.0,0.4356,3.135722,-1220203.8,2.9859496,CASE7,15797.41500929,295.836004230843,524.262478716016,68.6425235168877,1748.31224103282,12161.3325705665,2297.0,192121.0,30753.0
218400,35.0,11.0,300.92354,1000000000.0,0.4368,3.0543946,-1220260.7,2.8954374,CASE7,16237.54639259,239.418515771854,609.763553781894,61.8621266649941,1866.05156806574,12235.5395319922,2258.0,192628.0,30397.0
219000,35.0,11.0,301.35073,1000000000.0,0.438,2.9643377,-1220313.8,2.8386907,CASE7,16183.0451202907,233.725537488616,545.188851024388,101.528426758476,1832.96782192744,12293.578435634,2212.0,192944.0,29536.0
219600,35.0,11.0,300.436,1000000000.0,0.4392,2.9386333,-1220371.0,2.7589902,CASE7,16538.5665408469,246.655703209509,571.043118816027,112.674807643419,1890.12722948815,12682.6739292843,2191.0,193541.0,29295.0
220200,35.0,11.0,300.52279,1000000000.0,0.4404,2.8972161,-1220402.0,2.7594718,CASE7,16742.6949162244,308.105271419529,609.237092684158,118.897712567865,1853.26798596198,12819.3133995789,2331.0,194644.0,28054.0
220800,35.0,11.0,300.60226,1000000000.0,0.4416,2.8549095,-1220475.6,2.7290676,CASE7,15780.8383652755,344.20041015395,568.715507196671,150.465595617838,1810.40196760464,11921.0631273872,2273.0,195395.0,27547.0
221400,35.0,11.0,300.9996,1000000000.0,0.4428,2.8610085,-1220520.6,2.7322742,CASE7,16897.7254428764,279.702577872656,576.321520565214,100.44086763979,1742.03630913858,12889.720875904,2151.0,195779.0,27430.0
222000,35.0,11.0,301.16455,1000000000.0,0.444,2.9270973,-1220508.3,2.8285537,CASE7,16226.348455559,274.496767232862,485.553099334474,134.452712431015,1765.95093046025,12301.0871242097,2176.0,196387.0,26643.0
222600,35.0,11.0,301.47531,1000000000.0,0.4452,2.9477332,-1220546.5,2.8497702,CASE7,15647.7018916917,270.414461698752,574.011703627565,109.770726351426,1765.51354363453,11957.8855568596,2232.0,196950.0,26459.0
223200,35.0,11.0,300.96405,1000000000.0,0.4464,2.9668805,-1220538.0,2.8660484,CASE7,15730.5877204779,341.529543527268,596.055120025187,133.836968359133,1876.55856062745,11670.1911346524,2263.0,196725.0,26419.0
223800,35.0,11.0,301.19645,1000000000.0,0.4476,3.0086954,-1220581.7,2.9045954,CASE7,16130.3378379073,231.626157647949,609.95725131088,125.472142585665,1895.392064333,12300.2596733969,2195.0,197594.0,26203.0
224400,35.0,11.0,300.46394,1000000000.0,0.4488,3.0531676,-1220541.1,2.9297994,CASE7,15780.5838749227,319.059249348231,489.119328667192,101.527066264593,1787.51687936842,11928.9741288583,2168.0,197682.0,26245.0
225000,35.0,11.0,300.94407,1000000000.0,0.45,3.0773452,-1220538.7,2.9732044,CASE7,15700.107001709,267.375096528537,487.879900654844,167.101345393913,1858.91698909402,11755.195010277,2174.0,197314.0,26482.0
225600,35.0,11.0,300.20128,1000000000.0,0.4512,3.0800253,-1220584.8,2.9464301,CASE7,15639.8446300245,268.26596543439,459.708871873304,211.940268454586,1878.32778256512,11627.1314529979,2131.0,196851.0,26668.0
226200,35.0,11.0,301.23328,1000000000.0,0.4524,3.0643341,-1220564.6,2.9346407,CASE7,15751.8129169432,301.732968429189,352.651986968475,217.994894545069,1818.95629742146,11891.1118497455,2120.0,196178.0,27297.0
226800,35.0,11.0,300.62412,1000000000.0,0.4536,2.9740169,-1220593.8,2.876024,CASE7,15552.692508824,311.142712110408,312.789708103601,124.32745391478,1662.22195302482,11544.6436469475,2096.0,195850.0,27742.0
227400,35.0,11.0,301.19328,1000000000.0,0.4548,2.9394507,-1220647.0,2.8134516,CASE7,16157.7024784596,273.782523682674,387.010228006499,182.17247802183,1874.09480336099,12298.8642971565,2161.0,195669.0,27802.0
228000,35.0,11.0,301.03702,1000000000.0,0.456,2.9183786,-1220723.6,2.8448268,CASE7,15681.3342799107,347.120678323133,322.082193232791,124.1083436132,1743.99424131513,11907.2944367156,2133.0,196650.0,26980.0
228600,35.0,11.0,300.78918,1000000000.0,0.4572,2.8604578,-1220694.7,2.8168708,CASE7,16303.2326659687,396.527797467691,462.843095051642,145.069335844948,1938.68880957492,11999.2169021732,2129.0,197473.0,26234.0
229200,35.0,11.0,300.88157,1000000000.0,0.4584,2.8613753,-1220753.4,2.776294,CASE7,16499.7578371659,408.269653006216,474.925619134251,143.653520528488,2005.01592205169,12460.4999651837,2214.0,197599.0,25545.0
229800,35.0,11.0,300.7797,1000000000.0,0.4596,2.8147386,-1220858.1,2.7110521,CASE7,15826.7183473282,373.94928182669,371.620310966418,155.860842227928,1964.14000544668,11554.8817100936,2105.0,198143.0,25197.0
230400,35.0,11.0,301.44773,1000000000.0,0.4608,2.8036173,-1220889.8,2.7415909,CASE7,15468.4644537778,350.182736596089,352.249996140857,165.244141771201,1772.98510578078,11462.3094577903,2058.0,198508.0,25056.0
231000,35.0,11.0,301.28381,1000000000.0,0.462,2.8342475,-1220894.6,2.7645412,CASE7,15299.6623426483,314.242103138246,424.02173389863,173.702929652834,1790.59647919862,11346.2130195694,2061.0,199081.0,24797.0
231600,35.0,11.0,301.45857,1000000000.0,0.4632,2.8683884,-1220889.0,2.7974826,CASE7,15311.9659875321,278.870942094489,446.655317570768,211.130949074035,1959.19582979704,11306.0786158286,2080.0,199418.0,24507.0
