Timestep1and2,Number of particle,Composition,Temperature,Strain rate input,Strain,Stress,Total energy,Von Mises stress,CaseID,Total dislocation length,Dislocation length.1/2<110>,Dislocation length.1/3<100>,Dislocation length.1/3<111>,Dislocation length.1/6<110>,Dislocation length.1/6<112>,BCC phase,FCC phase,HCP phase
53400,55.0,11.0,301.31751,500000000.0,0.0534,2.8127448,-1237835.6,2.6871283,CASE2,7114.45752058198,179.07996756002,203.266151100698,10.6751019881394,679.755846336945,5752.0380949411,1575.0,216194.0,11132.0
54000,55.0,11.0,301.77581,500000000.0,0.054,2.7609359,-1238070.5,2.6428888,CASE2,7623.69503728514,138.707075758082,208.116446329183,36.9378687117177,752.951899697873,6271.68049796024,1534.0,216573.0,10623.0
54600,55.0,11.0,301.18688,500000000.0,0.0546,2.7661036,-1238218.4,2.6273407,CASE2,7205.84258464777,178.390879326628,214.037543047409,21.3778540143647,611.046519987472,6024.61341951459,1610.0,217758.0,9743.0
55200,55.0,11.0,301.30526,500000000.0,0.0552,2.7658375,-1238339.8,2.6228128,CASE2,7321.5970046125,234.557379334346,173.229600589023,51.2965904412844,684.203598807273,5997.76631819786,1527.0,217709.0,9802.0
55800,55.0,11.0,300.61438,500000000.0,0.0558,2.7855715,-1238504.7,2.6580595,CASE2,6834.9429701835,217.969676354566,167.406693220358,4.21204569916744,682.963699846076,5495.53866226976,1466.0,217430.0,10473.0
56400,55.0,11.0,301.37369,500000000.0,0.0564,2.8234093,-1238616.9,2.6511168,CASE2,6561.6515850024,197.821395118287,127.723015841476,37.3812260256516,633.370335327812,5396.85320084066,1472.0,217198.0,10496.0
57000,55.0,11.0,301.06792,500000000.0,0.057,2.8304193,-1238737.9,2.6626545,CASE2,7027.81266042654,147.266567188076,128.022182384955,39.9261906659206,598.613508307025,5953.51141082205,1470.0,216389.0,10988.0
57600,55.0,11.0,301.08707,500000000.0,0.0576,2.8549123,-1238841.6,2.658557,CASE2,6799.62587742255,158.203477262275,158.440721846882,53.7348314885134,633.541560009724,5637.57705828414,1416.0,216398.0,11196.0
58200,55.0,11.0,301.27438,500000000.0,0.0582,2.8578934,-1238904.3,2.691218,CASE2,6896.09688206292,176.771070363989,156.313637299957,49.176152371337,688.291891722957,5627.14048361072,1479.0,216153.0,11285.0
58800,55.0,11.0,300.89638,500000000.0,0.0588,2.872472,-1238955.3,2.7095995,CASE2,6807.38979539439,178.926173576466,149.372205239964,70.6385596777237,625.01143275771,5614.34961742998,1481.0,216484.0,11053.0
59400,55.0,11.0,301.48122,500000000.0,0.0594,2.8566346,-1239066.2,2.6724232,CASE2,7139.47680642781,159.395377167963,193.320929464335,54.3154728254999,702.572037743967,5817.09279440599,1437.0,216856.0,10532.0
60000,55.0,11.0,301.06389,500000000.0,0.06,2.8197757,-1239150.2,2.6415981,CASE2,6761.34428442445,168.223418390333,220.659529948173,57.5942729582434,641.146129410824,5512.74926334439,1467.0,217588.0,10042.0
60600,55.0,11.0,300.971,500000000.0,0.0606,2.8144594,-1239248.0,2.6506785,CASE2,6773.51300390547,144.149809830753,164.442501969533,66.625863584571,760.887728983946,5490.95836648552,1453.0,217751.0,9585.0
61200,55.0,11.0,301.64869,500000000.0,0.0612,2.7866717,-1239316.9,2.618042,CASE2,6989.83310412343,173.9834319682,182.753819169648,54.9296895752425,827.942525967265,5572.89110172204,1478.0,217502.0,9283.0
61800,55.0,11.0,302.04994,500000000.0,0.0618,2.8016967,-1239418.0,2.6388137,CASE2,6821.79079154142,109.995226509547,177.385794767649,46.3596683705633,784.178169104916,5470.06531368942,1483.0,217774.0,9096.0
62400,55.0,11.0,301.07612,500000000.0,0.0624,2.7519312,-1239523.9,2.577792,CASE2,6609.328810511,102.213363918191,149.894674974854,52.6233420822027,757.6128715187,5351.21814951294,1397.0,217754.0,9092.0
63000,55.0,11.0,301.86656,500000000.0,0.063,2.6807773,-1239571.5,2.5093291,CASE2,6868.29555209048,108.809577429886,107.873084533119,48.3167283667045,835.873852258548,5565.53960785764,1379.0,218042.0,8741.0
63600,55.0,11.0,301.43853,500000000.0,0.0636,2.6087045,-1239707.3,2.4467692,CASE2,6891.40807471268,145.942927219069,120.896708365005,28.6099421846743,850.095412414355,5562.78771307614,1410.0,218057.0,8447.0
64200,55.0,11.0,301.4536,500000000.0,0.0642,2.5470765,-1239852.8,2.3888882,CASE2,6743.7987073497,153.441994293941,140.554966878129,83.160357311482,852.876587387557,5304.22765567645,1394.0,218578.0,7871.0
64800,55.0,11.0,301.11699,500000000.0,0.0648,2.5032113,-1239907.5,2.3505752,CASE2,6915.4220467505,113.885710444248,103.257654272526,55.3432852561992,825.640496767162,5651.22443930806,1353.0,218046.0,8170.0
65400,55.0,11.0,301.16341,500000000.0,0.0654,2.5064381,-1239947.3,2.3545627,CASE2,7054.26311370316,100.174404921148,129.398665055792,75.1262562692781,863.95111789365,5735.23730420775,1378.0,218113.0,8179.0
66000,55.0,11.0,300.67329,500000000.0,0.066,2.5059864,-1240048.3,2.351663,CASE2,6898.9668496370105,143.19405204627,126.151108766983,31.2905143239859,827.882311669655,5625.9190283892,1399.0,217618.0,8319.0
66600,55.0,11.0,301.66988,500000000.0,0.0666,2.5242281,-1240182.4,2.3332895,CASE2,7084.82892385237,127.760111930021,123.627139680057,75.1153633997583,826.726955501426,5660.05814099848,1362.0,217654.0,8340.0
67200,55.0,11.0,301.57416,500000000.0,0.0672,2.5065451,-1240295.0,2.3458645,CASE2,6968.34854660026,159.642393276672,114.908495944165,40.5807517967886,835.663695387962,5625.9390675902,1404.0,217745.0,8369.0
67800,55.0,11.0,300.58472,500000000.0,0.0678,2.4805688,-1240337.8,2.3505889,CASE2,7014.941446529,184.168276956372,105.69427679513,67.4714352632793,833.029180597403,5636.10414071537,1416.0,217082.0,8718.0
68400,55.0,11.0,301.62662,500000000.0,0.0684,2.4983633,-1240432.3,2.3693609,CASE2,6986.03217950173,133.631065492216,137.388886186528,80.1668498370775,775.951794572509,5700.6249485024,1437.0,216802.0,9005.0
69000,55.0,11.0,300.65734,500000000.0,0.069,2.5237146,-1240498.8,2.3644709,CASE2,7208.93660708763,112.644392668948,174.706785053123,51.2176813913831,830.426717635269,5870.57494519666,1432.0,216595.0,9061.0
69600,55.0,11.0,301.85329,500000000.0,0.0696,2.5742129,-1240627.5,2.3879206,CASE2,7133.52810484404,95.6564830738216,149.221550604987,41.4488491230823,895.160933823316,5747.25591475696,1436.0,216506.0,9078.0
70200,55.0,11.0,301.55547,500000000.0,0.0702,2.562797,-1240687.1,2.3715394,CASE2,7105.66180167645,137.993285160396,157.933460208037,38.3451253769209,844.548386718101,5759.63898396533,1454.0,216386.0,8946.0
70800,55.0,11.0,301.80727,500000000.0,0.0708,2.5544988,-1240690.3,2.3949351,CASE2,7225.56789383685,159.481685490422,184.855456657763,51.8292140919519,880.766989637776,5808.75302890284,1481.0,215515.0,9484.0
71400,55.0,11.0,301.56164,500000000.0,0.0714,2.5615208,-1240781.9,2.4252862,CASE2,7152.54775638683,148.817625995005,216.182129274463,50.4379655385233,722.566068125513,5791.94919776353,1440.0,215295.0,9902.0
72000,55.0,11.0,301.7143,500000000.0,0.072,2.557477,-1240831.9,2.4121684,CASE2,7173.46987250067,138.395213778226,205.277360310882,42.0464717427651,849.497816709198,5698.28161359338,1476.0,214779.0,10112.0
72600,55.0,11.0,301.30406,500000000.0,0.0726,2.5459184,-1240958.8,2.4183791,CASE2,7090.61501099379,122.571711697633,174.21936477836,56.6902729989376,792.072030406498,5753.27915365644,1466.0,215140.0,9994.0
73200,55.0,11.0,301.40499,500000000.0,0.0732,2.5336702,-1241009.4,2.4057347,CASE2,7123.79823229423,146.814967244145,208.667414487521,26.1595452990185,735.924750828794,5839.97636184143,1478.0,214295.0,10245.0
73800,55.0,11.0,301.00009,500000000.0,0.0738,2.5195531,-1241102.0,2.4250772,CASE2,7141.57795086549,117.230012430253,163.262130780648,55.8550107388839,771.906289516388,5786.12602764951,1553.0,214995.0,10050.0
74400,55.0,11.0,301.97374,500000000.0,0.0744,2.5681773,-1241149.6,2.4484036,CASE2,7054.02139734612,165.567686913177,160.132776240882,70.0798385991045,763.367933804674,5715.05960711228,1530.0,214920.0,10143.0
75000,55.0,11.0,301.24171,500000000.0,0.075,2.5895184,-1241218.9,2.4313631,CASE2,7066.75703018215,189.555160058516,201.044862617645,77.2742099138192,723.865153379683,5707.61616607253,1496.0,214992.0,10190.0
75600,55.0,11.0,300.9626,500000000.0,0.0756,2.5470964,-1241311.9,2.440362,CASE2,7112.22749324025,139.1386147842,202.13076082547,72.794825134326,760.624648943012,5758.7224310723,1586.0,214638.0,10417.0
76200,55.0,11.0,301.5016,500000000.0,0.0762,2.5100539,-1241394.2,2.449241,CASE2,7070.69655242739,145.412805070126,200.640272407647,47.714185077824,730.546842114006,5773.26588953639,1558.0,214594.0,10305.0
76800,55.0,11.0,301.77166,500000000.0,0.0768,2.4567776,-1241465.7,2.4343585,CASE2,7541.92411914769,172.06521856902,210.012661170636,62.3417922710906,818.172647082106,6109.22151511311,1508.0,214133.0,10869.0
77400,55.0,11.0,301.49518,500000000.0,0.0774,2.3549326,-1241562.7,2.3438131,CASE2,7585.82501156429,175.711338493632,245.369630700506,101.773031531366,711.608620075405,6108.74647113998,1634.0,213196.0,11373.0
78000,55.0,11.0,301.63605,500000000.0,0.078,2.2703308,-1241705.5,2.298112,CASE2,7106.3814209759,165.715533745531,243.1534273275,90.0976246759373,743.614179628838,5698.54052243128,1535.0,213758.0,11153.0
78600,55.0,11.0,301.46001,500000000.0,0.0786,2.2117706,-1241837.7,2.2759421,CASE2,6985.6112392284,177.974393679934,232.257434645379,90.5534220309237,679.173703248537,5641.78914612561,1522.0,214357.0,10490.0
79200,55.0,11.0,301.45308,500000000.0,0.0792,2.1078619,-1241928.0,2.2118704,CASE2,7313.01397436679,140.676506443512,264.432274829811,50.8674122165144,799.838374795409,5920.01017512192,1522.0,214345.0,10472.0
79800,55.0,11.0,302.03381,500000000.0,0.0798,1.9960526,-1242052.5,2.1827642,CASE2,7115.78976237346,149.351610896966,221.503744204993,71.443447386808,816.161060188638,5728.59030680003,1455.0,214741.0,10083.0
80400,55.0,11.0,301.99738,500000000.0,0.0804,1.8894611,-1242214.4,2.1724634,CASE2,6738.58035376027,119.921363293252,179.049285604222,73.5889816639208,700.813367942696,5449.90477785378,1414.0,215536.0,9545.0
81000,55.0,11.0,301.65377,500000000.0,0.081,1.8042535,-1242399.1,2.154998,CASE2,6547.52961318211,158.973572836239,142.09433696574,85.1653110797938,704.12506061629,5254.51889750184,1259.0,216121.0,9038.0
81600,55.0,11.0,301.69507,500000000.0,0.0816,1.7904326,-1242587.2,2.1506375,CASE2,6444.78016530753,113.363042427306,234.620507649643,57.0228263372134,710.096442807594,5112.4079767901,1309.0,216355.0,8755.0
82200,55.0,11.0,301.32081,500000000.0,0.0822,1.7851946,-1242774.1,2.1076022,CASE2,6586.75234422922,153.969078299467,232.271967152551,59.9770274682734,679.15558395494,5214.75434631693,1256.0,216709.0,8514.0
82800,55.0,11.0,302.0695,500000000.0,0.0828,1.7405625,-1242938.6,2.0006836,CASE2,5976.33541462666,176.752708870848,166.411947272493,69.9497950497263,575.27263068053,4743.3096154007,1202.0,217621.0,7937.0
83400,55.0,11.0,301.03267,500000000.0,0.0834,1.7551768,-1243122.6,1.9591999,CASE2,6194.15868218521,178.133079078953,158.227673764402,71.4458293109565,662.218466940036,4885.19646048189,1112.0,218417.0,7369.0
84000,55.0,11.0,301.34394,500000000.0,0.084,1.7408138,-1243175.7,1.9825151,CASE2,6178.0139125041,198.673548658995,187.057418588579,37.6080485616635,609.04106991058,4965.84783745655,1155.0,218847.0,7070.0
84600,55.0,11.0,301.17102,500000000.0,0.0846,1.7894922,-1243281.6,1.9930258,CASE2,6238.3381634828,163.682333181437,161.086704799428,53.0409629718397,642.153025269627,5045.1064284946,1186.0,219040.0,6925.0
85200,55.0,11.0,300.07075,500000000.0,0.0852,1.8275159,-1243310.2,2.0431821,CASE2,6154.216990489,184.890821928438,164.75381587336,107.478259721988,613.228985410695,4817.88356053759,1088.0,219257.0,6611.0
85800,55.0,11.0,301.93181,500000000.0,0.0858,1.8853968,-1243335.0,2.0543049,CASE2,6055.32347199506,157.67656514946,132.671854275361,67.8189626125532,567.850709999251,4927.03153482441,1126.0,219523.0,6396.0
86400,55.0,11.0,301.73623,500000000.0,0.0864,1.9021376,-1243461.8,2.0797683,CASE2,6108.56491351198,146.841576927244,148.665377943858,17.3823640055934,624.538419629343,4961.38298854107,1128.0,219382.0,6583.0
87000,55.0,11.0,301.74731,500000000.0,0.087,1.9635844,-1243522.4,2.141522,CASE2,6056.40975814349,212.643905220677,115.430913838921,60.8753954820694,565.549462819595,4927.78006856108,1164.0,219616.0,6520.0
87600,55.0,11.0,300.95735,500000000.0,0.0876,2.0011966,-1243607.2,2.1275367,CASE2,5798.35077698364,186.270784550233,81.4790510586985,76.8273863344443,554.248202906519,4740.55523937466,1124.0,219809.0,6135.0
88200,55.0,11.0,300.97889,500000000.0,0.0882,1.9681479,-1243661.8,2.1480425,CASE2,5902.05236680677,180.536284262351,70.3240179163201,51.0099901997446,597.132840192557,4829.1034098161,1078.0,219960.0,6012.0
88800,55.0,11.0,301.66193,500000000.0,0.0888,2.0012857,-1243739.5,2.16982,CASE2,5847.23506333544,197.350068921993,82.5515296485724,53.3791485396845,636.785510869569,4663.97420057561,1100.0,220095.0,5909.0
89400,55.0,11.0,301.31318,500000000.0,0.0894,2.0216082,-1243744.9,2.1693477,CASE2,5768.02992304209,218.206049730836,90.2516963017866,39.036889098778,631.216434475765,4599.53066926299,1057.0,220024.0,5809.0
90000,55.0,11.0,302.06673,500000000.0,0.09,2.0874855,-1243806.7,2.196872,CASE2,5918.25404446945,199.78511987632,80.1407855620206,44.4489698953896,722.766863678534,4680.91921811679,1092.0,220076.0,5833.0
90600,55.0,11.0,300.55685,500000000.0,0.0906,2.1220851,-1243834.2,2.2467326,CASE2,5709.57990211319,202.387131761103,63.4354918863206,67.0565219092501,626.740518958836,4648.33107133936,1125.0,220353.0,5868.0
91200,55.0,11.0,301.40118,500000000.0,0.0912,2.1920437,-1243901.6,2.2657852,CASE2,5997.98281092725,161.669016154651,95.5253390570032,31.3837716555208,711.753515219678,4798.1632673492,1166.0,220120.0,5912.0
91800,55.0,11.0,301.44912,500000000.0,0.0918,2.2142034,-1243943.3,2.2767391,CASE2,6116.93551947148,221.962826062042,96.609196717255,26.1051246903125,655.58043439252,4983.52984454405,1188.0,219931.0,5950.0
92400,55.0,11.0,301.15504,500000000.0,0.0924,2.2619877,-1243996.9,2.2998418,CASE2,5678.06772060652,207.076884883667,56.592814481216,27.5513783297081,674.909459137767,4512.07858574038,1132.0,219715.0,5969.0
93000,55.0,11.0,301.42241,500000000.0,0.093,2.3002883,-1243987.2,2.3246894,CASE2,5869.56042962532,198.945598772018,94.3572361983009,62.7697291907587,646.373821930054,4688.87712515098,1134.0,219798.0,6087.0
93600,55.0,11.0,301.50546,500000000.0,0.0936,2.2819836,-1244033.1,2.3384738,CASE2,5918.43161693197,111.11484931592,79.4314382138265,37.4512283400021,670.313879565937,4845.82146912782,1162.0,219794.0,6147.0
94200,55.0,11.0,301.6401,500000000.0,0.0942,2.3159765,-1244115.8,2.354501,CASE2,6027.81535757568,130.020030618115,84.7150490173186,57.718956373121,572.849723565234,4991.71922981047,1179.0,219452.0,6292.0
94800,55.0,11.0,301.81521,500000000.0,0.0948,2.3838181,-1244138.3,2.3648187,CASE2,5982.77332405487,132.127776025629,91.9886159848553,63.8305831329491,612.589383603624,4847.8007060462,1129.0,219515.0,6225.0
95400,55.0,11.0,301.85974,500000000.0,0.0954,2.3735946,-1244174.6,2.3906521,CASE2,6166.01778474321,86.0200879778692,119.982804209024,57.2031598371046,771.56342262461,4901.83196043156,1211.0,219075.0,6457.0
96000,55.0,11.0,301.28223,500000000.0,0.096,2.4473813,-1244250.1,2.4080016,CASE2,6010.01965347464,138.138586049569,114.30970384177,56.6011316894231,700.300676180607,4790.92378188907,1198.0,218728.0,6722.0
96600,55.0,11.0,301.37428,500000000.0,0.0966,2.4709544,-1244248.2,2.4316325,CASE2,5945.58548370754,132.37708422304,120.177458485602,44.2106856326159,688.67410883863,4781.10407548683,1108.0,218797.0,6764.0
97200,55.0,11.0,301.57762,500000000.0,0.0972,2.5301133,-1244262.8,2.4657382,CASE2,6126.20183878749,93.302721267937,153.407138524204,59.3070326769167,746.771129199906,4891.28679917156,1233.0,218888.0,6596.0
97800,55.0,11.0,301.2717,500000000.0,0.0978,2.5602757,-1244327.6,2.5034961,CASE2,6132.02448572874,124.620332904861,145.101605976489,51.6343221236051,712.191876079805,4899.6937793826,1163.0,218717.0,6779.0
98400,55.0,11.0,301.47743,500000000.0,0.0984,2.5917558,-1244378.0,2.5335803,CASE2,6181.63663503406,74.2768560089793,128.570966855841,72.554856258891,678.283847354308,4995.03885782346,1210.0,218385.0,6769.0
99000,55.0,11.0,301.74144,500000000.0,0.099,2.6711579,-1244379.7,2.5713747,CASE2,6044.19146367686,131.077313990447,113.429718771818,78.0487464105968,710.529612447506,4757.0643007145,1265.0,218496.0,6852.0
99600,55.0,11.0,301.84499,500000000.0,0.0996,2.6613255,-1244358.8,2.5948393,CASE2,5760.11447036643,138.590589051462,149.275425870696,58.848925941198,664.620295383075,4584.00015381514,1254.0,218747.0,6592.0
100200,55.0,11.0,301.73397,500000000.0,0.1002,2.6858077,-1244401.6,2.6080875,CASE2,5845.3205737413,99.2612577453091,121.712579433451,80.8108428305332,689.719085063968,4692.63688241187,1222.0,218561.0,6767.0
100800,55.0,11.0,301.5214,500000000.0,0.1008,2.7152493,-1244417.7,2.6189907,CASE2,5653.35871509463,140.557347512441,110.564975547816,69.9254415151554,629.809171992884,4521.6273028498,1173.0,218394.0,6663.0
101400,55.0,11.0,301.2601,500000000.0,0.1014,2.7244635,-1244451.5,2.5968885,CASE2,5690.74033081795,179.26511372248,130.603301921857,73.7127745120368,651.244672225011,4459.08395932508,1210.0,218584.0,6364.0
102000,55.0,11.0,300.92249,500000000.0,0.102,2.7338171,-1244467.5,2.5976,CASE2,5920.88296922467,174.816145396146,131.903602732023,21.6415972215918,591.008288818446,4802.30493007628,1215.0,218693.0,6319.0
102600,55.0,11.0,301.14051,500000000.0,0.1026,2.738519,-1244471.3,2.5637229,CASE2,5791.07009578608,185.886624879556,149.658940776174,66.7271353186813,576.164533212397,4653.16359055023,1258.0,218695.0,6241.0
103200,55.0,11.0,301.16522,500000000.0,0.1032,2.7716543,-1244515.6,2.5964371,CASE2,5920.04994171785,160.20587239235,165.722688629641,91.315018337556,687.166242167976,4636.13827454591,1289.0,218996.0,6152.0
103800,55.0,11.0,301.61436,500000000.0,0.1038,2.7821795,-1244556.9,2.6371909,CASE2,5826.5840688632,147.97584243319,121.208178681523,73.4595346458963,620.288667205132,4678.090127943,1246.0,218690.0,6463.0
104400,55.0,11.0,301.23044,500000000.0,0.1044,2.8209002,-1244592.8,2.6657968,CASE2,6072.02511891926,183.670857046262,96.037747199341,69.7542066717351,668.391514343667,4899.05323293646,1309.0,218576.0,6562.0
105000,55.0,11.0,301.60308,500000000.0,0.105,2.9043012,-1244553.3,2.722685,CASE2,6070.36084893006,156.918968805839,128.05825251932,80.7230737408871,680.035365620277,4890.91701116653,1255.0,218715.0,6475.0
105600,55.0,11.0,301.75263,500000000.0,0.1056,2.9471809,-1244584.3,2.7411279,CASE2,5830.90400831043,146.178859171059,102.598356232412,78.7340260026628,699.166341744078,4611.24303692956,1285.0,218409.0,6401.0
106200,55.0,11.0,301.26428,500000000.0,0.1062,2.962796,-1244587.2,2.7756223,CASE2,6123.00177617812,199.389261526506,128.952190379621,92.319197352523,618.938537381033,4887.84833145032,1309.0,218313.0,6535.0
106800,55.0,11.0,301.10461,500000000.0,0.1068,2.987471,-1244585.9,2.8105681,CASE2,6026.12635056586,170.225910279506,115.080977025405,65.9560904932626,605.500075823207,4885.25564049563,1407.0,218028.0,6491.0
107400,55.0,11.0,301.13924,500000000.0,0.1074,3.041104,-1244586.6,2.8649726,CASE2,5900.25582828867,181.067325751355,103.871840040543,78.7657835068388,582.587522624267,4755.8519792667,1402.0,218238.0,6362.0
108000,55.0,11.0,301.45234,500000000.0,0.108,3.1186557,-1244629.5,2.9110091,CASE2,6002.61377018762,184.313425523659,121.156326894204,66.8870485199258,567.389423774107,4895.98295516103,1322.0,218447.0,6363.0
108600,55.0,11.0,301.18437,500000000.0,0.1086,3.1194257,-1244610.8,2.9163228,CASE2,5961.21344373227,159.348710377639,71.1326056573737,82.9651564913226,519.692889894647,4987.8912519628,1428.0,218710.0,6042.0
109200,55.0,11.0,301.04234,500000000.0,0.1092,3.1572107,-1244608.7,2.9445376,CASE2,6170.5452880935,159.596049250067,83.8765571260356,72.084210252736,597.091371257436,5079.34137368823,1492.0,218591.0,5857.0
109800,55.0,11.0,300.87884,500000000.0,0.1098,3.2213597,-1244629.1,2.9647939,CASE2,5939.90723545035,143.067499575377,66.8870265957555,93.3804851619608,601.665509853595,4912.54079787619,1459.0,218838.0,5772.0
110400,55.0,11.0,300.87884,500000000.0,0.1104,3.2288188,-1244609.0,2.9970437,CASE2,5945.43586358248,146.136444903494,69.2139668946493,68.8841204036582,565.723540242697,4908.77186233764,1425.0,218202.0,6239.0
111000,55.0,11.0,301.77397,500000000.0,0.111,3.286805,-1244590.1,3.0106318,CASE2,6098.87769126646,171.064212244689,65.0566584495433,78.1876502269894,651.207013954521,4984.03652794132,1581.0,217951.0,6286.0
111600,55.0,11.0,301.78446,500000000.0,0.1116,3.2842401,-1244628.6,3.0396794,CASE2,5704.14981135997,106.731156482711,64.1897360339775,56.0039552537526,666.398514608765,4708.5012266474,1478.0,217793.0,6260.0
112200,55.0,11.0,301.06698,500000000.0,0.1122,3.2693217,-1244679.9,2.9958707,CASE2,6018.07814344829,127.575134553645,85.8968324224835,51.8899976232527,657.426440792253,4949.34916201775,1513.0,217344.0,6662.0
112800,55.0,11.0,301.36213,500000000.0,0.1128,3.3010404,-1244724.1,3.0251751,CASE2,6014.13418097209,133.727968941149,69.1929200601639,46.6281495860971,688.185772660784,4976.75010781161,1572.0,216989.0,6725.0
113400,55.0,11.0,301.21081,500000000.0,0.1134,3.3096381,-1244767.9,3.034753,CASE2,6139.73546243926,102.029434527454,83.6165008231616,42.4367244222536,663.982782152192,5143.61506738428,1599.0,216933.0,6720.0
114000,55.0,11.0,301.7459,500000000.0,0.114,3.3198241,-1244800.3,3.034786,CASE2,6150.66391829215,114.654237804316,106.756477005921,36.3609748168973,571.124199103483,5176.99623491846,1511.0,217081.0,6770.0
114600,55.0,11.0,300.7261,500000000.0,0.1146,3.3203173,-1244734.6,3.0413358,CASE2,6472.16437544318,157.329841332931,98.4824321623221,50.5076362077134,639.498995158436,5434.9827540164,1590.0,216648.0,6975.0
115200,55.0,11.0,301.96114,500000000.0,0.1152,3.2865125,-1244798.7,3.0080248,CASE2,6451.01948914217,135.144500937976,86.3344690377938,54.7885501961135,648.967321378208,5376.58368734744,1628.0,215854.0,7437.0
115800,55.0,11.0,300.80382,500000000.0,0.1158,3.2512367,-1244868.8,2.9561964,CASE2,6268.57370696501,104.085699899627,74.7208201131242,37.8783317064799,563.254586189008,5366.13647308494,1716.0,215305.0,7685.0
116400,55.0,11.0,301.66939,500000000.0,0.1164,3.221389,-1244883.7,2.9451238,CASE2,6546.47510718963,96.2331329621238,123.074714433467,76.1509691790232,578.020108631709,5491.0392476073,1790.0,214473.0,8290.0
117000,55.0,11.0,301.63662,500000000.0,0.117,3.2262917,-1244881.6,2.9450162,CASE2,6562.24322356742,114.29559991803,104.249677816152,53.1970682995228,529.76361975351,5562.36342828847,1814.0,213762.0,8668.0
117600,55.0,11.0,302828863.0,500000000.0,0.1176,3.1865726,-1244962.5,2.9207038,CASE2,6724.83893147761,108.946878317848,125.822293008066,75.5272205376845,481.798650797836,5806.68057581687,1813.0,213238.0,8796.0
118200,55.0,11.0,301.86719,500000000.0,0.1182,3.137443,-1244968.2,2.851601,CASE2,6848.86223947937,160.646058377897,63.2475870026401,74.2823915870574,550.060082257857,5858.94110382105,1910.0,212809.0,9032.0
118800,55.0,11.0,301.62116,500000000.0,0.1188,3.0540499,-1245061.4,2.760719,CASE2,6989.79316064328,158.385686120786,96.1733089719691,58.8756497732874,482.194258741715,6048.0054912374,2005.0,212602.0,9416.0
119400,55.0,11.0,301.76651,500000000.0,0.1194,2.9721873,-1245167.9,2.7163327,CASE2,6949.47068000948,171.716252655371,99.3089076303008,84.2570579165456,484.335165818742,6019.76299303546,1897.0,211871.0,10088.0
120000,55.0,11.0,301.82536,500000000.0,0.12,2.8724157,-1245178.9,2.6452585,CASE2,7141.40674231823,111.805785712754,109.164546426988,82.8210218194093,541.466091105891,6177.83294326053,1880.0,211728.0,10183.0
0,55.0,11.0,302.10497,1000000000.0,-5.8718665e-16,0.011836835,-1232376.5,0.64476315,CASE3,4197.01407591293,310.787290431404,53.5192900232837,30.3039374286411,270.360456837197,3419.13517639877,552.0,235621.0,3057.0
600,55.0,11.0,301.00094,1000000000.0,0.0012,0.15259448,-1232673.7,0.67312026,CASE3,4020.53780816611,352.454924655388,32.5161389304276,31.422507657293,232.95959025034,3232.5978060441,548.0,235894.0,3135.0
1200,55.0,11.0,301.32384,1000000000.0,0.0024,0.29325477,-1232788.8,0.671384,CASE3,3964.60383443117,274.298153712702,40.1594572816762,15.6050346265934,300.98013706497,3154.29195693227,518.0,235874.0,3325.0
1800,55.0,11.0,300.65683,1000000000.0,0.0036,0.48109449,-1233015.8,0.73082659,CASE3,3747.00349333755,312.760043574137,82.8353372255947,16.976758131111,229.733184302457,2961.44697155377,518.0,235683.0,3584.0
2400,55.0,11.0,301.60443,1000000000.0,0.0048,0.60534232,-1233107.6,0.78281847,CASE3,3716.46980526227,288.746865733146,68.2751467512563,19.6482678345634,210.455021368478,3005.83279343181,600.0,236362.0,2971.0
3000,55.0,11.0,300.75386,1000000000.0,0.006,0.73504466,-1233287.9,0.88355403,CASE3,3729.00176430777,266.438267521744,83.6246078176803,45.2466000694496,283.394715390895,2927.30001531557,505.0,236616.0,2816.0
3600,55.0,11.0,301.76961,1000000000.0,0.0072,0.86782986,-1233232.4,0.96309473,CASE3,3666.91393029622,258.474924815247,70.2297388909541,47.9755537489021,274.275267670852,2893.92801658035,528.0,236577.0,2912.0
4200,55.0,11.0,301.05919,1000000000.0,0.0084,1.0025393,-1233405.5,1.0624931,CASE3,3674.60734342476,230.2654920781,47.8812450915246,29.8602323253254,345.335703993343,2897.50191297778,547.0,236326.0,2999.0
4800,55.0,11.0,301.59683,1000000000.0,0.0096,1.1270582,-1233472.9,1.1853865,CASE3,3679.62846208517,259.703616837616,52.3118127424615,29.7945941778977,329.857625789948,2898.22138334044,525.0,236213.0,2881.0
5400,55.0,11.0,300.67726,1000000000.0,0.0108,1.2944213,-1233626.0,1.3157871,CASE3,3560.16085801923,267.115409813481,64.2303886081124,18.0027074472198,301.036079827889,2822.72777816832,501.0,236815.0,2480.0
6000,55.0,11.0,301.63655,1000000000.0,0.012,1.4332311,-1233641.5,1.4207056,CASE3,3542.07003335154,258.613611007944,79.9271868655957,19.9531773018002,276.244410904273,2796.35701563981,547.0,236685.0,2569.0
6600,55.0,11.0,300.60269,1000000000.0,0.0132,1.5301449,-1233796.3,1.5212708,CASE3,3593.75540437355,242.499923164068,64.1030160224646,31.5375825484354,323.089228629188,2838.98254049313,580.0,236117.0,2930.0
7200,55.0,11.0,301.0769,1000000000.0,0.0144,1.6838474,-1233843.1,1.6245338,CASE3,3479.73089808234,197.250433102951,87.8071711984978,36.2260073633597,277.825300340948,2779.09914933426,626.0,236107.0,2802.0
