param_n_estimators,param_max_depth,param_subsample,param_colsample_bytree,mean_R2,std_R2,mean_test_MAE,mean_test_MSE,mean_test_RMSE,rank,mean_fit_time,std_fit_time
300,4,0.6,0.8,-606968.5401294777,858383.3214224712,115.33897145589192,78399.890625,273.63922831134136,65,2.003468672434489,0.012034202116902329
1000,8,0.8,0.8,-613518.4375257628,867646.1392544068,121.15844472249348,83104.90104166667,283.08404701481,66,16.412822087605793,0.3481780292011457
300,6,0.6,0.8,-613592.8345658183,867751.4825801309,115.78073120117188,78863.68489583333,274.5011528719146,67,3.242791255315145,0.06990670640558141
300,8,0.6,0.8,-614094.3004274493,868460.6464327857,115.9152603149414,78769.54817708333,274.4613820078752,68,5.165040890375773,0.19681951555437363
600,8,0.8,0.8,-617587.7499188185,873401.0604512361,119.37730916341145,81708.07682291667,280.4185180317016,69,9.945523818333944,0.29367800880572204
300,6,0.8,0.8,-624999.2167172208,883882.5277458391,115.83736928304036,78566.55338541667,274.3173632900717,70,3.3272436459859214,0.07054622484907933
300,4,0.8,0.8,-627839.2910942262,887899.0184471891,115.43043772379558,78397.53125,273.8066190833938,71,2.0051258405049643,0.008150283584512726
300,8,0.8,0.8,-684995.5132342303,968730.0936832207,116.76966349283855,79655.70442708333,276.3464134453664,72,5.42609167098999,0.1763554360206806
1000,4,0.5,0.8,-854315.6177404225,1208184.8369438914,118.53582000732422,80788.37760416667,278.71824179031495,73,6.400050401687622,0.05716704320800647
600,4,0.5,0.8,-854898.765660964,1209009.5724085274,116.86693318684895,79099.61848958333,275.45950533046465,74,3.8805745442708335,0.020285358941560472
300,4,0.5,0.8,-867754.0818274692,1227189.771296135,115.15331268310547,78339.64973958333,273.55418038491933,75,1.9837452570597331,0.011219369334235743
1000,6,0.5,0.8,-874889.1352770975,1237280.1472690725,120.08347066243489,82618.64192708333,281.8241822652269,76,10.768674691518148,0.28798445199038136
1000,8,0.5,0.8,-874889.143519835,1237280.1414405766,121.05472056070964,83497.51953125,283.3484290159001,77,15.178013483683268,0.29412844801054217
600,6,0.5,0.8,-876230.6103844395,1239177.3323647631,117.97231801350911,80685.70572916667,278.0057892198773,78,6.194049676259358,0.10666267494537249
600,8,0.5,0.8,-876230.6189941466,1239177.3262767808,118.93822479248047,81626.67578125,279.71184859156386,79,9.198960224787394,0.23210845364378405
300,6,0.5,0.8,-888912.0005317802,1257111.5825568626,115.50393931070964,78782.421875,274.23725207647544,80,3.2595021724700928,0.09655092097225601
300,8,0.5,0.8,-888912.0054431632,1257111.5790839903,116.10691833496094,79349.48307291667,275.24676078826525,81,4.96794056892395,0.13722325601562946
600,8,0.5,0.6,-1361419.3596414055,1925337.8434510166,117.81009419759114,80395.18619791667,277.4455399558612,82,9.611071268717447,0.10913095834418364
1000,8,0.5,0.6,-1367545.8792469266,1934002.0089776984,119.62533823649089,81947.76041666667,280.5063079258071,83,16.66397802035014,0.29580121986553787
600,6,0.5,0.6,-1415448.9393980429,2001747.2154994898,117.82709503173828,80452.05859375,277.8294321641019,84,6.180427233378093,0.060736486318666544
1000,6,0.5,0.6,-1422013.2953155215,2011030.5687580253,119.86902872721355,82159.28645833333,281.2569437031024,85,9.93307614326477,0.21101275675134817
600,8,0.6,0.6,-1427272.2719446644,2018467.934408237,117.62409973144531,80179.78385416667,277.28599981743446,86,10.540414492289225,0.2608759725551886
1000,8,0.6,0.6,-1429534.956368481,2021667.8157391653,119.37872568766277,81541.37109375,279.9871588799355,87,17.378215710322063,0.43754687679106585
600,6,0.6,0.6,-1436724.2691009168,2031835.0830106207,117.24671427408855,79720.29817708333,276.57660341890545,88,6.244338909784953,0.07067398263138665
600,4,0.6,0.6,-1438547.9280692537,2034414.1425874098,116.42213439941406,78532.89973958333,274.4279283726258,89,3.7480347951253257,0.0035756029144003746
300,8,0.5,0.6,-1439007.586319151,2035064.215373135,115.34900410970052,78668.02994791667,273.92391099967676,90,5.006781419118245,0.12591781456158385
1000,6,0.6,0.6,-1440274.4563703388,2036855.7622909574,119.4650650024414,81693.42838541667,280.4199405886988,91,9.994403998057047,0.1319217950305045
