Timestep1and2,Number of particle,Strain rate,Intensity,Composition,Temperature,Strain,Stress,v_p1,v_p2,v_p3,v_p4,Total energy,Press,Von Mises stress,v_hydro,CaseID,Total dislocation length,Dislocation length.1/2<110>,Dislocation length.1/3<100>,Dislocation length.1/3<111>,Dislocation length.1/6<110>,Dislocation length.1/6<112>,BCC phase,FCC phase,HCP phase
253800,55,1000000000,4350000000,32,300.54598,0.05076,2.1047518,0.05076,2.1047518,0.00033440448,0.91936334,-1287760.1,-10081.499,2.520145,-8.3781059e-05,CS8,3297.71257456476,23.9543193917203,64.6806197022938,5.07496588495749,253.127793049795,2816.89413529686,2116.0,155474.0,6079.0
254400,55,1000000000,4350000000,32,299.79878,0.05088,2.1105838,0.05088,2.1105838,0.0083893901,0.90640633,-1287714.9,-10084.598,2.5127489,-8.3481819e-05,CS8,3187.34392211985,27.4956534747853,51.9333432342143,3.1435515688092,269.15364369418,2671.44801386328,2238.0,154989.0,6077.0
255000,55,1000000000,4350000000,32,301.33807,0.051,2.0930111,0.051,2.0930111,-0.033802822,0.8970784,-1287523.8,-9854.289,2.5352321,-7.9523672e-05,CS8,3279.50067366035,26.6454686844524,58.1123454930615,2.9051618578638,332.138337416272,2700.60444647312,2155.0,155189.0,6052.0
255600,55,1000000000,4350000000,32,300.20865,0.05112,2.118164,0.05112,2.118164,0.0058424892,0.91413564,-1287796.7,-10127.14,2.5152433,-8.3457639e-05,CS8,3221.89504092512,35.2661728792055,58.0601344908583,0.0,221.199748161061,2725.11035734715,2152.0,155013.0,6048.0
256200,55,1000000000,4350000000,32,300.23787,0.05124,2.1090237,0.05124,2.1090237,-0.016829008,0.90506418,-1287789.4,-9990.863,2.5288657,-8.1358094e-05,CS8,3301.88058935278,43.3022323750582,71.0164418983621,0.0,293.876790600968,2781.86838438762,2133.0,154905.0,6094.0
256800,55,1000000000,4350000000,32,300.12481,0.05136,2.1361101,0.05136,2.1361101,-0.0025337114,0.91325412,-1287884.3,-10156.102,2.5449792,-8.3559078e-05,CS8,3442.90495402037,22.3065496725439,72.7345080827818,6.47014189136571,239.845615269955,2928.1213240515,2148.0,154845.0,6135.0
257400,55,1000000000,4350000000,32,300.40945,0.05148,2.1263249,0.05148,2.1263249,-0.001691521,0.91949361,-1287873.7,-10147.09,2.5188348,-8.3357831e-05,CS8,3353.92443615375,15.9739274482378,60.3139611992432,9.55104891778823,237.081491983241,2868.9417049439,2272.0,155095.0,5978.0
258000,55,1000000000,4350000000,32,300.84291,0.0516,2.1212231,0.0516,2.1212231,0.0036829654,0.91057459,-1287642.9,-10118.269,2.4980041,-8.2672837e-05,CS8,3230.43995222063,18.2106087147239,69.7095687901279,8.70547114228402,251.54515169945,2752.26249442572,2188.0,154821.0,6009.0
258600,55,1000000000,4350000000,32,300.69646,0.05172,2.1458489,0.05172,2.1458489,-0.0067191043,0.90137842,-1287921.7,-10135.027,2.5450222,-8.246642e-05,CS8,3431.63060125099,43.2181464869919,58.7740226797667,0.0,315.14994052228,2861.15714969685,2276.0,154713.0,6094.0
259200,55,1000000000,4350000000,32,300.8644,0.05184,2.1482457,0.05184,2.1482457,0.014770812,0.90959819,-1287884.0,-10242.049,2.5150959,-8.3517338e-05,CS8,3171.74490882862,18.4960775882859,54.5993014077132,0.0,262.874352871478,2644.24545613407,2264.0,154708.0,6087.0
259800,55,1000000000,4350000000,32,300.05651,0.05196,2.1351321,0.05196,2.1351321,-0.0052079769,0.91033299,-1288032.9,-10134.19,2.5204308,-8.1560455e-05,CS8,3390.40299710989,13.4912082147159,80.2913620507865,0.0,306.673961837523,2872.25817727207,2180.0,154658.0,6245.0
260400,55,1000000000,4350000000,32,300.16805,0.05208,2.1446944,0.05208,2.1446944,-0.0019111835,0.8972895,-1288021.6,-10133.576,2.5242102,-8.0730933e-05,CS8,3196.55647623808,22.8762412510717,81.1475468378565,0.0,277.579110070546,2628.87419616493,2273.0,154711.0,6130.0
261000,55,1000000000,4350000000,32,300.8089,0.0522,2.1351813,0.0522,2.1351813,-0.018182465,0.90515484,-1287837.2,-10073.846,2.5236546,-8.0460927e-05,CS8,3349.30416022835,37.5771907015849,64.6435581663829,0.0,315.085206838486,2767.58458476443,2206.0,154717.0,6270.0
261600,55,1000000000,4350000000,32,300.6792,0.05232,2.1507417,0.05232,2.1507417,0.0039815856,0.90363969,-1288099.9,-10194.543,2.512551,-8.1453632e-05,CS8,3355.85545015766,22.2551923412356,66.1676109689235,0.0,271.460528308731,2909.76852679948,2215.0,154558.0,6392.0
262200,55,1000000000,4350000000,32,300.96451,0.05244,2.1504909,0.05244,2.1504909,-0.0061384397,0.91301582,-1288084.8,-10191.228,2.5213559,-8.1473616e-05,CS8,3330.5287571079,17.4157360344761,73.3483147940022,7.18333000220256,281.187646923257,2819.75990470977,2233.0,154326.0,6372.0
262800,55,1000000000,4350000000,32,300.36954,0.05256,2.1299686,0.05256,2.1299686,-0.025860084,0.89632262,-1288173.7,-10001.437,2.5131095,-7.8079532e-05,CS8,3393.53451430177,10.6881728154539,63.1793920520046,0.0,305.937690013827,2858.39571563209,2255.0,154315.0,6322.0
263400,55,1000000000,4350000000,32,300.4364,0.05268,2.1531621,0.05268,2.1531621,-0.022707978,0.90797229,-1288192.3,-10128.088,2.5363139,-7.9942664e-05,CS8,3496.74765814057,29.5852893480541,74.2663392061392,3.44995192245271,272.860951734222,2975.99964496846,2242.0,154174.0,6412.0
264000,55,1000000000,4350000000,32,300.08421,0.0528,2.1574876,0.0528,2.1574876,0.004745252,0.93135195,-1288007.3,-10311.949,2.4950366,-8.2720945e-05,CS8,3240.09980891578,42.2072388674068,40.7470731086082,0.0,248.685353869397,2720.57944345149,2330.0,154244.0,6452.0
264600,55,1000000000,4350000000,32,300.31596,0.05292,2.179234,0.05292,2.179234,-0.0018602793,0.91454036,-1288257.9,-10306.38,2.5356489,-8.2085962e-05,CS8,3547.71148240656,27.1115382775673,95.3587081167726,13.5072075304058,271.399036179928,3018.73888985455,2129.0,154216.0,6659.0
265200,55,1000000000,4350000000,32,300.95698,0.05304,2.1606666,0.05304,2.1606666,-0.0023937529,0.90597296,-1288202.7,-10214.153,2.511402,-8.09412e-05,CS8,3271.67081475145,34.7824352000613,47.5818387991262,8.63716594603863,263.664408198885,2820.41008955814,2220.0,153684.0,6788.0
265800,55,1000000000,4350000000,32,300.71417,0.05316,2.163126,0.05316,2.163126,-0.015158086,0.91344535,-1288324.4,-10204.711,2.51611,-8.0207666e-05,CS8,3256.81262671067,27.8769718561806,95.0871970803737,16.190178236509,242.661641512579,2739.48387227304,2111.0,153872.0,6946.0
266400,55,1000000000,4350000000,32,299.89519,0.05328,2.1814614,0.05328,2.1814614,0.00328468,0.94629563,-1288346.6,-10436.806,2.5096648,-8.2698001e-05,CS8,3435.36515282855,25.9618685188292,55.3931247163336,12.4259569296245,274.214394288408,2877.90027918766,2183.0,153721.0,6957.0
267000,55,1000000000,4350000000,32,300.53406,0.0534,2.1816363,0.0534,2.1816363,-0.011297548,0.91840057,-1288130.0,-10295.798,2.5264129,-8.0708397e-05,CS8,3394.45786946354,30.1397047333795,65.462586149375,0.0,264.63401661294,2931.22725690917,2116.0,153860.0,6901.0
267600,55,1000000000,4350000000,32,300.6525,0.05352,2.2166554,0.05352,2.2166554,0.038975496,0.95938082,-1288363.6,-10716.706,2.5009919,-8.6590384e-05,CS8,3277.69531910535,5.86622994536942,69.136917165843,7.35997491900004,276.870470523111,2771.58374087085,2181.0,153692.0,6965.0
268200,55,1000000000,4350000000,32,300.41523,0.05364,2.191507,0.05364,2.191507,-0.0009063135,0.94149398,-1288305.4,-10440.315,2.5103014,-8.2509341e-05,CS8,3381.07539402308,35.0225603222437,40.9673638514635,4.90310401182202,283.866360603806,2871.01805611444,2253.0,153587.0,6836.0
268800,55,1000000000,4350000000,32,300.63637,0.05376,2.1750731,0.05376,2.1750731,-0.020379521,0.95236868,-1288402.2,-10356.874,2.5035652,-8.0897943e-05,CS8,3470.45727221354,14.2988316808033,59.7885375368612,22.2360586651575,289.140761022412,2995.11616227625,2120.0,153578.0,6741.0
269400,55,1000000000,4350000000,32,300.39104,0.05388,2.1729122,0.05388,2.1729122,0.0039050233,0.95701767,-1288328.6,-10446.116,2.4702847,-8.1731124e-05,CS8,3440.07041413309,8.75786172664752,69.9278250537671,7.78825888883269,308.050234362798,2865.72029170488,2173.0,154014.0,6393.0
270000,55,1000000000,4350000000,32,300.80571,0.054,2.152468,0.054,2.152468,-0.030068713,0.92372917,-1288131.8,-10153.762,2.4874435,-7.7296086e-05,CS8,3381.52641037853,26.768754975308,38.3291286519876,16.525681251484,241.722439179915,2883.51792185571,2207.0,153827.0,6564.0
270600,55,1000000000,4350000000,32,300.44632,0.05412,2.1645992,0.05412,2.1645992,-0.0077841567,0.96051102,-1288432.1,-10391.087,2.4577079,-8.072522e-05,CS8,3438.57854661018,10.8582766082654,50.6817810422269,13.1273509623411,273.342670906164,2928.14145376274,2106.0,153938.0,6386.0
271200,55,1000000000,4350000000,32,300.22686,0.05424,2.1717156,0.05424,2.1717156,0.0046904635,0.96942886,-1288385.6,-10486.116,2.4496832,-8.1651437e-05,CS8,3350.88911732555,8.89652426055655,83.5674939046992,21.8168758067426,292.976258701942,2808.08401746103,2200.0,153635.0,6403.0
271800,55,1000000000,4350000000,32,301.2762,0.05436,2.1790011,0.05436,2.1790011,-0.0046739354,0.95251939,-1288516.0,-10422.822,2.4691429,-8.0213413e-05,CS8,3311.68825972918,34.8939319324827,39.2766409206617,21.0020447956313,221.007936873171,2855.43999076226,2238.0,153667.0,6359.0
272400,55,1000000000,4350000000,32,300.04845,0.05448,2.1829221,0.05448,2.1829221,0.0064920866,0.97620993,-1288546.1,-10552.08,2.4515815,-8.2029461e-05,CS8,3219.46462139673,22.4310261806777,77.7126601380586,23.7809490612877,263.072434083113,2691.72172635773,2244.0,153629.0,6459.0
273000,55,1000000000,4350000000,32,300.94664,0.0546,2.1917536,0.0546,2.1917536,-0.0062858698,0.96432891,-1288370.3,-10499.322,2.4742991,-8.1238383e-05,CS8,3385.72913294865,44.6315065333795,96.371272930086,0.0,238.588918086728,2807.11134818112,2141.0,153694.0,6493.0
273600,55,1000000000,4350000000,32,300.63548,0.05472,2.2029488,0.05472,2.2029488,-0.0032633473,0.98848236,-1288629.6,-10627.226,2.4779579,-8.2739669e-05,CS8,3380.00012292899,57.3780839948584,94.2163544374321,18.0151035696938,227.377201747329,2798.34074967978,2265.0,153560.0,6397.0
274200,55,1000000000,4350000000,32,300.96852,0.05484,2.1994632,0.05484,2.1994632,-0.0063064783,0.96189245,-1288591.6,-10516.83,2.4761123,-8.0719084e-05,CS8,3422.33902109822,23.2826140841337,98.669543443091,22.6638892643202,255.985852242759,2882.17233214882,2255.0,153546.0,6528.0
274800,55,1000000000,4350000000,32,300.46469,0.05496,2.2112808,0.05496,2.2112808,-0.01800119,0.96498464,-1288672.5,-10527.547,2.499035,-8.0649306e-05,CS8,3179.86212064479,30.9160454134199,52.756657169335,4.11179801450227,341.761290817752,2612.8489177067,2233.0,153494.0,6478.0
275400,55,1000000000,4350000000,32,300.85386,0.05508,2.241194,0.05508,2.241194,0.011252478,0.99846169,-1288709.9,-10836.361,2.4930638,-8.4768652e-05,CS8,3221.84376081706,26.0845604458523,63.1588777465169,10.034224759464,325.815720026663,2686.61436389136,2227.0,153312.0,6518.0
276000,55,1000000000,4350000000,32,300.77162,0.0552,2.2193588,0.0552,2.2193588,-0.032728366,0.97102123,-1288510.6,-10525.505,2.5159637,-7.9945555e-05,CS8,3375.74523393727,42.3393074603332,82.9761044857103,2.74773346882463,289.323434408031,2814.24323592113,2230.0,153462.0,6455.0
276600,55,1000000000,4350000000,32,301.2674,0.05532,2.2523728,0.05532,2.2523728,0.018838646,0.99061066,-1288700.9,-10872.74,2.4892363,-8.4390155e-05,CS8,3200.28252662559,36.4309163264895,94.9493281307438,0.0,289.304090091485,2673.32056457204,2354.0,153091.0,6489.0
277200,55,1000000000,4350000000,32,300.90007,0.05544,2.2595276,0.05544,2.2595276,0.0021594922,0.99541986,-1288773.9,-10857.023,2.5137655,-8.4081103e-05,CS8,3422.5981704773,50.7961466440403,94.4310758769802,9.05170358717902,310.746763452313,2777.50932227274,2243.0,153262.0,6368.0
277800,55,1000000000,4350000000,32,300.30845,0.05556,2.255355,0.05556,2.255355,0.0029382543,1.0069527,-1288880.5,-10884.153,2.5015999,-8.431657e-05,CS8,3278.20021877067,39.7238049783448,100.905994424206,20.4259760699716,256.658827153095,2670.19942652465,2289.0,153262.0,6632.0
278400,55,1000000000,4350000000,32,300.41858,0.05568,2.2712389,0.05568,2.2712389,0.023344159,1.0117561,-1288861.1,-11021.13,2.4927249,-8.5794259e-05,CS8,3382.6209721491,24.2879704821508,68.1594362718388,27.028563985313,205.362289992666,2835.88076247113,2200.0,153175.0,6659.0
279000,55,1000000000,4350000000,32,300.19426,0.0558,2.2469233,0.0558,2.2469233,-0.0082426405,0.9913921,-1288651.5,-10766.909,2.4902429,-8.1857424e-05,CS8,3303.60953663867,38.6354818248583,52.9195697622291,9.55021741367617,263.312836682106,2768.21144169057,2159.0,153199.0,6583.0
279600,55,1000000000,4350000000,32,300.47193,0.05592,2.2475047,0.05592,2.2475047,-0.013553416,0.9920826,-1288920.4,-10753.446,2.4963286,-8.2262445e-05,CS8,3280.01120114,15.4620562056995,57.4761707340887,19.5296890188753,303.055799111917,2752.98561958068,2165.0,153400.0,6553.0
280200,55,1000000000,4350000000,32,300.61215,0.05604,2.2698646,0.05604,2.2698646,0.0075325178,1.0015822,-1288961.8,-10929.931,2.4977175,-8.4039131e-05,CS8,3209.73944249527,46.0446974168788,55.7506766081808,14.9165219716782,233.689066124088,2645.21343492549,2266.0,153048.0,6552.0
280800,55,1000000000,4350000000,32,300.73085,0.05616,2.2802213,0.05616,2.2802213,-0.0032677905,1.0261027,-1289082.4,-11010.188,2.5152817,-8.5278484e-05,CS8,3319.42606929072,38.8690734928239,74.417198391806,5.34790154603314,253.123500596005,2799.84861906948,2182.0,153266.0,6597.0
281400,55,1000000000,4350000000,32,299.89415,0.05628,2.2876892,0.05628,2.2876892,0.022212145,1.0164673,-1289066.3,-11087.896,2.4953867,-8.6183757e-05,CS8,3372.57471847425,26.4252364990077,81.6859659510409,8.10137643039479,341.191142827926,2802.8629431397,2185.0,153419.0,6689.0
282000,55,1000000000,4350000000,32,300.27722,0.0564,2.2479814,0.0564,2.2479814,-0.0119925,1.0047511,-1288900.3,-10802.466,2.4768222,-8.2350445e-05,CS8,3357.17913396471,19.7643298131845,77.7206991510264,8.65676967921284,302.047777631189,2823.16612289689,2182.0,153547.0,6655.0
282600,55,1000000000,4350000000,32,301.01706,0.05652,2.2929081,0.05652,2.2929081,0.016212283,1.0206899,-1289122.6,-11099.368,2.4954751,-8.590823e-05,CS8,3433.79297468846,29.2783436088754,97.9426021083895,11.2453315690953,304.463276555338,2889.02164471257,2173.0,153418.0,6633.0
283200,55,1000000000,4350000000,32,301.07569,0.05664,2.2887272,0.05664,2.2887272,-0.004578402,1.0207948,-1288949.6,-11016.479,2.5070458,-8.3980374e-05,CS8,3502.2122786817,26.2281538902407,59.5551572612629,10.0043077425448,313.138492704617,2963.62947704363,2229.0,153113.0,6681.0
283800,55,1000000000,4350000000,32,300.1026,0.05676,2.3054022,0.05676,2.3054022,0.0012288504,1.0300964,-1289135.5,-11122.425,2.5147802,-8.5419136e-05,CS8,3360.45689193264,38.7025438325071,47.953023342158,5.68138933854039,256.383912236714,2868.83564004115,2252.0,153039.0,6560.0
284400,55,1000000000,4350000000,32,300.14228,0.05688,2.3283236,0.05688,2.3283236,0.026057376,1.0458511,-1289186.6,-11334.107,2.5099186,-8.790132e-05,CS8,3283.84050445929,21.8169212574739,82.9484650906149,4.81549846884403,300.446588803892,2719.78703570428,2083.0,153068.0,6716.0
285000,55,1000000000,4350000000,32,300.39351,0.057,2.2844304,0.057,2.2844304,-0.010917277,1.0411771,-1289015.1,-11048.967,2.4875434,-8.3662454e-05,CS8,3344.37134650849,37.0102788192952,47.7918578671019,6.9368912307082,236.966052860909,2807.90351522753,2163.0,153030.0,6662.0
285600,55,1000000000,4350000000,32,300.00774,0.05712,2.3083368,0.05712,2.3083368,0.0027901887,1.0377659,-1289259.4,-11162.976,2.4999713,-8.4581526e-05,CS8,3423.90195778401,25.5799781704332,52.998509113235,7.64435040306336,271.397299695573,2913.40082767338,2248.0,153100.0,6615.0
286200,55,1000000000,4350000000,32,300.1598,0.05724,2.2938758,0.05724,2.2938758,0.013191797,1.0217791,-1289252.5,-11096.155,2.4692243,-8.3717708e-05,CS8,3413.35824560887,52.7365908037096,74.6082315550048,16.2660843249243,256.16537529297,2857.54845226612,2224.0,152831.0,6570.0
286800,55,1000000000,4350000000,32,300.4917,0.05736,2.2937667,0.05736,2.2937667,0.0039389741,1.0162437,-1289337.3,-11046.498,2.4761278,-8.2607196e-05,CS8,3410.59854635979,25.5720658874643,72.904286162036,3.81290747958355,239.69051639588,2880.88643335465,2240.0,152847.0,6660.0
287400,55,1000000000,4350000000,32,300.13057,0.05748,2.3207171,0.05748,2.3207171,0.0040264444,1.0288261,-1289305.4,-11178.566,2.5004557,-8.4468496e-05,CS8,3404.14650357107,22.0821193923105,77.5362519687055,2.46352738154886,267.023679448645,2854.97615679713,2183.0,152702.0,6654.0
288000,55,1000000000,4350000000,32,300.52775,0.0576,2.3123239,0.0576,2.3123239,0.0049840616,1.0414389,-1289131.6,-11195.823,2.4858211,-8.4312854e-05,CS8,3390.43564914808,27.4222864462507,45.8899744056313,7.10792802828121,301.642972122443,2921.45662828157,2215.0,152940.0,6696.0
288600,55,1000000000,4350000000,32,300.45614,0.05772,2.3265587,0.05772,2.3265587,-0.01285345,1.0378496,-1289369.8,-11171.849,2.5178054,-8.3844862e-05,CS8,3285.71594947995,26.670927810662,90.4498298740319,0.0,319.266554744999,2703.19415861893,2249.0,152579.0,6631.0
289200,55,1000000000,4350000000,32,300.18639,0.05784,2.3491831,0.05784,2.3491831,0.012827791,1.0587428,-1289361.4,-11402.512,2.5090475,-8.6386725e-05,CS8,3391.88585654536,21.9234590526092,82.5019021316492,0.0,272.57296275015,2844.09916478664,2302.0,152623.0,6702.0
289800,55,1000000000,4350000000,32,300.13286,0.05796,2.3596574,0.05796,2.3596574,0.018544069,1.0495386,-1289459.5,-11425.8,2.5145193,-8.6774777e-05,CS8,3420.34602783396,25.2975139724546,97.6662544702335,5.53612634269109,238.216248526641,2877.82767171421,2224.0,152713.0,6709.0
290400,55,1000000000,4350000000,32,299.73071,0.05808,2.345152,0.05808,2.345152,0.0085410408,1.0796923,-1289496.5,-11444.618,2.4951338,-8.6667716e-05,CS8,3280.29216474257,13.7942117955337,82.635461317183,9.27300766437493,244.065894336485,2825.94437377695,2259.0,152780.0,6600.0
291000,55,1000000000,4350000000,32,300.6496,0.0582,2.3458238,0.0582,2.3458238,-0.007832631,1.0610427,-1289304.4,-11330.113,2.5118793,-8.4318126e-05,CS8,3413.35454480742,40.086586134376,72.8106424711777,8.32607721065055,354.652992608306,2807.43247148336,2183.0,152784.0,6519.0
291600,55,1000000000,4350000000,32,300.6992,0.05832,2.3686293,0.05832,2.3686293,-0.0093783654,1.0621532,-1289528.4,-11404.68,2.5384098,-8.5549972e-05,CS8,3534.85027969114,27.8578526968687,59.5336485958893,0.0,297.321693765848,3045.16024025444,2263.0,152647.0,6512.0
292200,55,1000000000,4350000000,32,300.50961,0.05844,2.3814757,0.05844,2.3814757,0.00090815245,1.0620741,-1289502.5,-11481.526,2.5381857,-8.6493608e-05,CS8,3213.85270628565,13.4317627743157,63.3181752272161,7.16161645532917,299.602260569677,2704.74162096075,2281.0,152863.0,6403.0
292800,55,1000000000,4350000000,32,299.78002,0.05856,2.396613,0.05856,2.396613,-0.0018116934,1.0630233,-1289583.5,-11526.082,2.5504498,-8.6915232e-05,CS8,3379.11877533021,32.9117696571864,84.4575911949434,0.0,226.506968162879,2893.50312768547,2248.0,152608.0,6598.0
293400,55,1000000000,4350000000,32,300.43235,0.05868,2.3847597,0.05868,2.3847597,-0.016388039,1.0504176,-1289579.7,-11395.964,2.5499947,-8.5220801e-05,CS8,3443.89524526783,30.1971090399539,35.6649612395381,10.2685028096086,209.054913371486,3007.6975684941,2323.0,152563.0,6519.0
294000,55,1000000000,4350000000,32,300.53725,0.0588,2.398726,0.0588,2.398726,-0.0027747705,1.0622104,-1289394.7,-11527.205,2.5411141,-8.6015319e-05,CS8,3180.73311678505,39.6080943122866,47.3293360877922,0.0,235.135892056867,2740.18256026274,2346.0,152690.0,6422.0
294600,55,1000000000,4350000000,32,300.17967,0.05892,2.4088047,0.05892,2.4088047,0.0065504259,1.062611,-1289632.3,-11593.22,2.53799,-8.6744362e-05,CS8,3293.56407607821,25.9196102158663,40.2745875226077,6.21113311173053,261.204673806007,2833.59919104704,2284.0,152612.0,6440.0
295200,55,1000000000,4350000000,32,300.19171,0.05904,2.4259672,0.05904,2.4259672,-0.017768846,1.0400853,-1289639.3,-11494.279,2.5898289,-8.5443646e-05,CS8,3191.84609173757,20.2316367404802,48.8109734424337,5.79790959394983,231.08628925182,2730.59880548386,2368.0,152581.0,6531.0
295800,55,1000000000,4350000000,32,300.44376,0.05916,2.4544993,0.05916,2.4544993,-0.00065505263,1.0785763,-1289720.0,-11774.735,2.5951558,-8.8881326e-05,CS8,3097.21184614967,25.3383281198938,34.2253518034269,0.0,202.475453301542,2688.98497458549,2302.0,152777.0,6460.0
296400,55,1000000000,4350000000,32,299.68636,0.05928,2.4365585,0.05928,2.4365585,0.0031755369,1.0587746,-1289688.5,-11661.695,2.5618836,-8.688019e-05,CS8,3263.01417967688,42.2874533070697,39.9126450339629,6.82548393063624,215.889717066404,2797.93274318428,2399.0,152405.0,6616.0
297000,55,1000000000,4350000000,32,300.00445,0.0594,2.4366866,0.0594,2.4366866,-0.024448674,1.0687068,-1289501.6,-11603.149,2.5886093,-8.641336e-05,CS8,3113.19373472514,43.5079377830718,35.0054529620706,2.51570355461319,217.966818978392,2659.38169209806,2305.0,152534.0,6496.0
297600,55,1000000000,4350000000,32,300.48519,0.05952,2.4703872,0.05952,2.4703872,0.013839406,1.0843501,-1289750.2,-11895.256,2.5790527,-9.0097736e-05,CS8,3406.91173955158,29.4084547361267,55.6092503821174,0.0,236.449489304002,2926.70654276466,2322.0,152750.0,6432.0
298200,55,1000000000,4350000000,32,300.61422,0.05964,2.4651172,0.05964,2.4651172,-0.0022317864,1.063145,-1289702.2,-11753.435,2.590749,-8.7506029e-05,CS8,3162.98091644765,49.6883197157112,40.1019675838736,7.79873162750369,249.908375063306,2661.95703834324,2379.0,152444.0,6429.0
298800,55,1000000000,4350000000,32,299.59589,0.05976,2.4628784,0.05976,2.4628784,0.013665937,1.0867147,-1289791.6,-11877.53,2.5629134,-8.9281453e-05,CS8,3292.44709665754,61.6962523953088,47.0213238399566,0.0,214.943219582133,2753.64526106083,2406.0,152363.0,6568.0
299400,55,1000000000,4350000000,32,300.78722,0.05988,2.4515277,0.05988,2.4515277,-0.016746632,1.0842742,-1289685.7,-11730.184,2.5753227,-8.6964961e-05,CS8,3117.27122011771,35.0769225550876,48.1442969506438,0.0,236.446441971964,2643.67300614107,2448.0,152321.0,6489.0
300000,55,1000000000,4350000000,32,300.94163,0.06,2.4617341,0.06,2.4617341,-0.033049188,1.0718435,-1289542.1,-11668.428,2.6050961,-8.5822096e-05,CS8,3269.2809180875,56.0013544706856,61.8929038610073,0.0,269.011366954417,2705.56880585502,2398.0,152431.0,6565.0
300600,55,1000000000,4350000000,32,300.02321,0.06012,2.4634084,0.06012,2.4634084,0.0022795568,1.0903163,-1289817.5,-11853.347,2.5602941,-8.8103303e-05,CS8,3462.8549473307,24.3104148630581,51.2801255756252,0.0,240.969425030088,2999.82746769622,2387.0,151902.0,6619.0
301200,55,1000000000,4350000000,32,301.07845,0.06024,2.4806923,0.06024,2.4806923,-0.0020282042,1.0728346,-1289770.6,-11838.329,2.583774,-8.8106133e-05,CS8,3127.42845679587,24.6558749743507,45.3701467762355,0.0,258.944634911105,2663.75198345146,2429.0,152005.0,6493.0
301800,55,1000000000,4350000000,32,300.17738,0.06036,2.4731678,0.06036,2.4731678,-0.028991729,1.0767096,-1289873.4,-11736.285,2.6006878,-8.6352113e-05,CS8,3223.01436553889,25.6556482962575,33.817214277882,0.0,244.733585640681,2739.8627687745,2368.0,152006.0,6681.0
302400,55,1000000000,4350000000,32,300.6601,0.06048,2.5045999,0.06048,2.5045999,0.03155004,1.1208364,-1289848.0,-12189.955,2.5650828,-9.1769401e-05,CS8,3160.9660102586,10.6436314910979,51.0213506675687,0.0,215.416029167089,2715.81155624822,2391.0,151832.0,6559.0
303000,55,1000000000,4350000000,32,300.38248,0.0606,2.4850782,0.0606,2.4850782,-0.012561974,1.0900426,-1289639.6,-11875.196,2.5833933,-8.731335e-05,CS8,3105.33714274789,31.6367801364947,44.779404134063,9.38519111654303,193.224729494572,2653.93575899998,2364.0,151867.0,6588.0
303600,55,1000000000,4350000000,32,300.5803,0.06072,2.4953397,0.06072,2.4953397,0.0032590708,1.1206838,-1289914.1,-12064.275,2.5764997,-8.9672218e-05,CS8,3165.67619544625,23.0593341841078,88.6849982607737,0.0,203.611737282255,2716.11608175385,2398.0,151835.0,6697.0
304200,55,1000000000,4350000000,32,300.85227,0.06084,2.5220415,0.06084,2.5220415,-0.0049220686,1.0978732,-1289852.6,-12049.975,2.613629,-8.9524652e-05,CS8,3275.63513154925,17.7884655479727,36.3503031416041,5.03269095422848,202.196313357764,2846.83719497926,2411.0,151714.0,6589.0
304800,55,1000000000,4350000000,32,300.45904,0.06096,2.5155915,0.06096,2.5155915,-0.010618435,1.107923,-1289926.5,-12042.987,2.6015168,-8.8923495e-05,CS8,3153.98761562432,42.8973134925089,44.2365114049689,2.30941507064001,187.682603927236,2707.25540216549,2455.0,151908.0,6553.0
305400,55,1000000000,4350000000,32,300.16739,0.06108,2.5696195,0.06108,2.5696195,0.021398321,1.1500195,-1290011.6,-12470.125,2.6246481,-9.4381279e-05,CS8,3336.79873179188,35.4317257319871,64.7529181089107,3.97954993385836,269.419316423365,2811.54529416757,2377.0,151761.0,6521.0
306000,55,1000000000,4350000000,32,299.91998,0.0612,2.5382138,0.0612,2.5382138,-0.016407626,1.1373075,-1289802.4,-12197.046,2.6224759,-9.0703207e-05,CS8,3342.81874836058,29.6385658416533,38.0232079924135,6.96023902426319,225.899988487197,2887.96461925551,2342.0,152102.0,6546.0
306600,55,1000000000,4350000000,32,300.35757,0.06132,2.5390162,0.06132,2.5390162,-0.0080266007,1.1158505,-1290030.3,-12156.134,2.6179758,-8.9328868e-05,CS8,3497.93112998934,25.0414092678789,50.5216079133709,5.8344929301334,248.974070005017,3004.95194017378,2395.0,151605.0,6729.0
307200,55,1000000000,4350000000,32,300.70398,0.06144,2.5546894,0.06144,2.5546894,0.015537607,1.1389533,-1290018.3,-12363.935,2.6069416,-9.2142389e-05,CS8,3391.51761708352,66.2433378243249,52.0631903140538,3.76001329967884,220.556355578885,2897.60780306991,2380.0,151620.0,6585.0
307800,55,1000000000,4350000000,32,300.53453,0.06156,2.571767,0.06156,2.571767,-0.0021530429,1.1365934,-1290088.4,-12354.024,2.6405413,-9.241448e-05,CS8,3292.60344022517,36.0004207830401,36.1791427439808,3.40041286239733,222.707562042289,2833.68513976219,2444.0,151509.0,6555.0
308400,55,1000000000,4350000000,32,300.43646,0.06168,2.5836143,0.06168,2.5836143,0.024380682,1.1637219,-1290060.6,-12572.389,2.6174688,-9.4631356e-05,CS8,3323.29565754718,21.328054905062,65.0627915322508,10.4659618668398,184.14168007656,2831.89990713814,2377.0,151609.0,6647.0
